Tempo (us) 	 Tensione (mv)


-50.009876	-0.770900
-50.001876	-0.374200
-49.993876	0.517000
-49.985876	0.761100
-49.977876	-1.094400
-49.969876	-1.289700
-49.961876	-0.423000
-49.953876	-0.600000
-49.945876	-0.325300
-49.937876	-0.105600
-49.929876	-0.526800
-49.921876	-0.575600
-49.913876	-0.349700
-49.905876	0.266700
-49.897876	-0.844100
-49.889876	-0.453500
-49.881876	0.144700
-49.873876	-0.032300
-49.865876	-0.154400
-49.857876	-0.325300
-49.849876	-0.374200
-49.841876	-0.722100
-49.833876	-0.227700
-49.825876	-1.094400
-49.817876	-0.154400
-49.809876	-1.021100
-49.801876	-0.526800
-49.793876	0.193500
-49.785876	-0.575600
-49.777876	-0.648800
-49.769876	-0.423000
-49.761876	0.071400
-49.753876	-0.374200
-49.745876	-0.673200
-49.737876	-0.423000
-49.729876	-0.056800
-49.721876	0.663500
-49.713876	-0.130000
-49.705876	-0.600000
-49.697876	-0.648800
-49.689876	0.761100
-49.681876	-0.746500
-49.673876	-0.203300
-49.665876	-0.325300
-49.657876	-0.746500
-49.649876	-0.056800
-49.641876	-0.551200
-49.633876	-0.624400
-49.625876	-0.300900
-49.617876	0.169100
-49.609876	0.315600
-49.601876	-0.252100
-49.593876	-0.526800
-49.585876	-0.300900
-49.577876	-0.154400
-49.569876	-0.453500
-49.561876	-0.001800
-49.553876	-0.551200
-49.545876	0.071400
-49.537876	-0.203300
-49.529876	-0.923500
-49.521876	-0.203300
-49.513876	-0.349700
-49.505876	-0.972300
-49.497876	-0.502300
-49.489876	-0.300900
-49.481876	0.095800
-49.473876	-0.423000
-49.465876	-0.252100
-49.457876	0.413200
-49.449876	-0.624400
-49.441876	-0.600000
-49.433876	-0.203300
-49.425876	-0.453500
-49.417876	0.315600
-49.409876	-0.551200
-49.401876	0.120200
-49.393876	-0.477900
-49.385876	-1.442300
-49.377876	-0.032300
-49.369876	-0.477900
-49.361876	-0.252100
-49.353876	-0.032300
-49.345876	-1.045600
-49.337876	0.590200
-49.329876	-0.453500
-49.321876	-2.431100
-49.313876	0.120200
-49.305876	0.810000
-49.297876	-0.947900
-49.289876	-0.947900
-49.281876	-0.178800
-49.273876	0.492600
-49.265876	-1.515500
-49.257876	-0.770900
-49.249876	0.541400
-49.241876	0.193500
-49.233876	-1.564400
-49.225876	-1.143200
-49.217876	0.169100
-49.209876	0.761100
-49.201876	-1.167600
-49.193876	-1.637600
-49.185876	0.687900
-49.177876	-0.178800
-49.169876	-1.735300
-49.161876	-0.374200
-49.153876	0.443700
-49.145876	-0.154400
-49.137876	-0.947900
-49.129876	0.144700
-49.121876	0.565800
-49.113876	-0.178800
-49.105876	-1.118800
-49.097876	0.315600
-49.089876	0.217900
-49.081876	-0.722100
-49.073876	-1.021100
-49.065876	-0.600000
-49.057876	-0.673200
-49.049876	-0.648800
-49.041876	-0.227700
-49.033876	0.071400
-49.025876	0.492600
-49.017876	-0.252100
-49.009876	-0.551200
-49.001876	-0.374200
-48.993876	-0.252100
-48.985876	-0.996700
-48.977876	-0.178800
-48.969876	-0.056800
-48.961876	0.169100
-48.953876	-0.477900
-48.945876	-0.423000
-48.937876	-0.673200
