Tempo (us) 	 Tensione (mv)


-50.008362	-0.520600
-50.000362	-0.893000
-49.992362	-0.246000
-49.984362	-0.246000
-49.976362	0.272800
-49.968362	0.126300
-49.960362	0.126300
-49.952362	0.492600
-49.944362	0.321700
-49.936362	0.095800
-49.928362	-0.197100
-49.920362	-0.941800
-49.912362	-0.221600
-49.904362	0.126300
-49.896362	-0.642700
-49.888362	-0.374200
-49.880362	0.175200
-49.872362	-0.246000
-49.864362	-0.123900
-49.856362	-0.593900
-49.848362	-0.667100
-49.840362	-0.026200
-49.832362	-0.246000
-49.824362	-0.075100
-49.816362	-0.447400
-49.808362	0.047000
-49.800362	1.041900
-49.792362	-0.319200
-49.784362	-0.075100
-49.776362	-0.349700
-49.768362	-0.050700
-49.760362	0.394900
-49.752362	-0.398600
-49.744362	-0.270400
-49.736362	0.199600
-49.728362	-0.050700
-49.720362	0.419300
-49.712362	-0.844100
-49.704362	-0.075100
-49.696362	-0.123900
-49.688362	-0.221600
-49.680362	-0.593900
-49.672362	0.248400
-49.664362	-0.569500
-49.656362	0.150800
-49.648362	0.443700
-49.640362	-0.349700
-49.632362	-0.050700
-49.624362	-0.172700
-49.616362	-0.471800
-49.608362	-0.349700
-49.600362	-0.349700
-49.592362	-0.050700
-49.584362	-0.691600
-49.576362	0.047000
-49.568362	0.272800
-49.560362	-0.148300
-49.552362	-0.471800
-49.544362	-0.819700
-49.536362	-0.172700
-49.528362	0.297200
-49.520362	-0.642700
-49.512362	-0.795300
-49.504362	0.022600
-49.496362	-0.221600
-49.488362	-0.917400
-49.480362	0.022600
-49.472362	0.694000
-49.464362	-0.099500
-49.456362	-0.618300
-49.448362	-0.294800
-49.440362	0.272800
-49.432362	0.095800
-49.424362	-0.423000
-49.416362	-0.246000
-49.408362	-0.398600
-49.400362	0.071400
-49.392362	-0.050700
-49.384362	-0.740400
-49.376362	0.224000
-49.368362	0.047000
-49.360362	-0.026200
-49.352362	0.071400
-49.344362	-0.123900
-49.336362	-0.221600
-49.328362	-0.618300
-49.320362	-0.569500
-49.312362	-0.319200
-49.304362	-0.569500
-49.296362	0.199600
-49.288362	-0.099500
-49.280362	-0.423000
-49.272362	-0.349700
-49.264362	0.022600
-49.256362	0.468100
-49.248362	0.346100
-49.240362	0.199600
-49.232362	-0.740400
-49.224362	0.468100
-49.216362	-0.545100
-49.208362	-0.221600
-49.200362	0.571900
-49.192362	-0.349700
-49.184362	0.022600
-49.176362	0.175200
-49.168362	-0.319200
-49.160362	-0.618300
-49.152362	-0.868600
-49.144362	-0.075100
-49.136362	-0.319200
-49.128362	-0.667100
-49.120362	-0.123900
-49.112362	-0.050700
-49.104362	0.517000
-49.096362	-0.642700
-49.088362	-0.496200
-49.080362	-0.349700
-49.072362	0.126300
-49.064362	0.346100
-49.056362	0.346100
-49.048362	0.175200
-49.040362	-0.398600
-49.032362	-0.716000
-49.024362	0.150800
-49.016362	-0.197100
-49.008362	0.071400
-49.000362	-0.197100
-48.992362	-0.026200
-48.984362	-0.221600
-48.976362	-0.423000
-48.968362	-0.148300
-48.960362	-0.075100
-48.952362	0.394900
-48.944362	-0.075100
-48.936362	-0.520600
-48.928362	-0.819700
