Tempo (us) 	 Tensione (mv)


-50.015623	-0.673200
-50.007623	-0.423000
-49.999623	-0.154400
-49.991623	-0.349700
-49.983623	-0.056800
-49.975623	0.242300
-49.967623	-0.154400
-49.959623	-0.276500
-49.951623	-0.056800
-49.943623	0.541400
-49.935623	0.169100
-49.927623	-0.624400
-49.919623	-0.276500
-49.911623	0.468100
-49.903623	-0.056800
-49.895623	0.315600
-49.887623	-0.178800
-49.879623	-0.477900
-49.871623	0.144700
-49.863623	-0.081200
-49.855623	0.193500
-49.847623	-0.325300
-49.839623	-0.575600
-49.831623	-0.300900
-49.823623	-0.081200
-49.815623	0.193500
-49.807623	-0.648800
-49.799623	-0.056800
-49.791623	-0.154400
-49.783623	-0.600000
-49.775623	-0.227700
-49.767623	-0.105600
-49.759623	-0.349700
-49.751623	0.071400
-49.743623	-0.795300
-49.735623	0.340000
-49.727623	0.242300
-49.719623	-0.398600
-49.711623	0.291200
-49.703623	0.071400
-49.695623	1.304400
-49.687623	-0.526800
-49.679623	-0.551200
-49.671623	0.071400
-49.663623	-0.398600
-49.655623	-0.502300
-49.647623	-0.648800
-49.639623	-0.374200
-49.631623	-0.252100
-49.623623	-0.227700
-49.615623	0.517000
-49.607623	-0.300900
-49.599623	-0.349700
-49.591623	-0.349700
-49.583623	0.193500
-49.575623	-0.746500
-49.567623	-0.374200
-49.559623	-0.178800
-49.551623	0.291200
-49.543623	-0.001800
-49.535623	-0.624400
-49.527623	0.315600
-49.519623	0.071400
-49.511623	-0.252100
-49.503623	-0.673200
-49.495623	-0.374200
-49.487623	0.687900
-49.479623	-0.203300
-49.471623	-1.094400
-49.463623	-0.374200
-49.455623	-0.032300
-49.447623	-0.325300
-49.439623	-0.746500
-49.431623	-0.227700
-49.423623	-0.001800
-49.415623	-0.722100
-49.407623	-0.203300
-49.399623	0.144700
-49.391623	0.565800
-49.383623	-0.923500
-49.375623	-0.697700
-49.367623	-0.453500
-49.359623	0.120200
-49.351623	-0.722100
-49.343623	-0.477900
-49.335623	-0.252100
-49.327623	-0.300900
-49.319623	0.022600
-49.311623	-0.032300
-49.303623	-0.844100
-49.295623	-0.300900
-49.287623	-0.795300
-49.279623	0.517000
-49.271623	0.144700
-49.263623	-0.374200
-49.255623	-0.502300
-49.247623	0.047000
-49.239623	-0.227700
-49.231623	0.144700
-49.223623	-0.081200
-49.215623	0.095800
-49.207623	-0.325300
-49.199623	-0.276500
-49.191623	-0.154400
-49.183623	-0.795300
-49.175623	-0.032300
-49.167623	-0.398600
-49.159623	-0.178800
-49.151623	0.071400
-49.143623	-0.105600
-49.135623	-0.105600
-49.127623	-0.923500
-49.119623	0.517000
-49.111623	0.169100
-49.103623	-0.252100
-49.095623	0.242300
-49.087623	0.047000
-49.079623	0.095800
-49.071623	-1.344700
-49.063623	-0.203300
-49.055623	0.468100
-49.047623	-0.502300
-49.039623	-0.105600
-49.031623	-1.021100
-49.023623	0.413200
-49.015623	0.095800
-49.007623	-0.001800
-48.999623	-0.227700
-48.991623	-0.081200
-48.983623	0.639100
-48.975623	0.047000
-48.967623	-0.398600
-48.959623	-0.746500
-48.951623	-0.374200
-48.943623	-0.227700
