Tempo (us) 	 Tensione (mv)


-50.015252	0.492600
-50.007252	-0.123900
-49.999252	-0.496200
-49.991252	-1.289700
-49.983252	-0.319200
-49.975252	-0.374200
-49.967252	-0.270400
-49.959252	-0.770900
-49.951252	0.791700
-49.943252	-1.015100
-49.935252	-0.148300
-49.927252	-0.770900
-49.919252	-0.148300
-49.911252	-0.398600
-49.903252	-0.545100
-49.895252	-0.294800
-49.887252	0.150800
-49.879252	-0.148300
-49.871252	-1.015100
-49.863252	-0.026200
-49.855252	0.370500
-49.847252	-0.667100
-49.839252	-0.520600
-49.831252	-0.270400
-49.823252	-0.349700
-49.815252	0.022600
-49.807252	-0.740400
-49.799252	-0.123900
-49.791252	-0.795300
-49.783252	0.596300
-49.775252	0.248400
-49.767252	-0.691600
-49.759252	-0.349700
-49.751252	-0.221600
-49.743252	-0.099500
-49.735252	-0.319200
-49.727252	-0.374200
-49.719252	-0.246000
-49.711252	0.071400
-49.703252	-0.569500
-49.695252	0.022600
-49.687252	0.095800
-49.679252	-0.868600
-49.671252	0.022600
-49.663252	-0.172700
-49.655252	-0.221600
-49.647252	-0.667100
-49.639252	-0.545100
-49.631252	0.596300
-49.623252	-0.716000
-49.615252	-0.374200
-49.607252	-0.197100
-49.599252	-0.667100
-49.591252	0.047000
-49.583252	-0.374200
-49.575252	-0.374200
-49.567252	0.321700
-49.559252	-0.642700
-49.551252	-0.197100
-49.543252	0.321700
-49.535252	-0.496200
-49.527252	-0.123900
-49.519252	-0.770900
-49.511252	-0.423000
-49.503252	-0.050700
-49.495252	-0.270400
-49.487252	-0.294800
-49.479252	0.095800
-49.471252	-0.868600
-49.463252	0.022600
-49.455252	-0.294800
-49.447252	-0.795300
-49.439252	-0.319200
-49.431252	-0.941800
-49.423252	0.071400
-49.415252	-0.001800
-49.407252	-0.197100
-49.399252	-0.795300
-49.391252	0.370500
-49.383252	-0.148300
-49.375252	0.297200
-49.367252	-0.844100
-49.359252	0.047000
-49.351252	-0.221600
-49.343252	-0.075100
-49.335252	0.938100
-49.327252	-0.496200
-49.319252	-0.667100
-49.311252	0.224000
-49.303252	-0.398600
-49.295252	-0.593900
-49.287252	0.394900
-49.279252	-0.667100
-49.271252	-0.795300
-49.263252	0.047000
-49.255252	-0.294800
-49.247252	-0.123900
-49.239252	-0.099500
-49.231252	-0.172700
-49.223252	-0.593900
-49.215252	-0.099500
-49.207252	-0.075100
-49.199252	-0.319200
-49.191252	-0.172700
-49.183252	-0.618300
-49.175252	-0.050700
-49.167252	-0.667100
-49.159252	0.071400
-49.151252	-0.398600
-49.143252	0.645200
-49.135252	-0.123900
-49.127252	-0.941800
-49.119252	0.126300
-49.111252	-0.123900
-49.103252	-0.172700
-49.095252	-1.112700
-49.087252	-0.520600
-49.079252	0.071400
-49.071252	0.297200
-49.063252	-0.941800
-49.055252	-0.349700
-49.047252	-0.123900
-49.039252	-0.374200
-49.031252	-0.716000
-49.023252	-0.423000
-49.015252	-0.050700
-49.007252	-1.015100
-48.999252	0.126300
-48.991252	-0.471800
-48.983252	0.175200
-48.975252	-0.123900
-48.967252	-0.050700
-48.959252	-0.618300
-48.951252	-0.099500
-48.943252	-0.471800
