Tempo (us) 	 Tensione (mv)


-50.013944	0.291200
-50.005944	-0.001800
-49.997944	-0.624400
-49.989944	-0.844100
-49.981944	-0.001800
-49.973944	-0.130000
-49.965944	-0.502300
-49.957944	-0.398600
-49.949944	-0.056800
-49.941944	-0.056800
-49.933944	0.193500
-49.925944	-0.178800
-49.917944	-0.130000
-49.909944	-0.795300
-49.901944	0.663500
-49.893944	-0.032300
-49.885944	-0.868600
-49.877944	-0.300900
-49.869944	-0.844100
-49.861944	-0.105600
-49.853944	-0.477900
-49.845944	-0.502300
-49.837944	-0.178800
-49.829944	0.022600
-49.821944	-0.551200
-49.813944	-0.502300
-49.805944	-0.453500
-49.797944	-0.001800
-49.789944	-0.227700
-49.781944	-0.081200
-49.773944	-0.252100
-49.765944	-0.001800
-49.757944	-0.697700
-49.749944	0.266700
-49.741944	-0.081200
-49.733944	-0.252100
-49.725944	-0.575600
-49.717944	-0.398600
-49.709944	-0.178800
-49.701944	-0.923500
-49.693944	-0.770900
-49.685944	-0.844100
-49.677944	0.022600
-49.669944	0.095800
-49.661944	0.071400
-49.653944	-0.203300
-49.645944	-0.795300
-49.637944	-0.600000
-49.629944	0.413200
-49.621944	-0.032300
-49.613944	-0.697700
-49.605944	-0.575600
-49.597944	0.169100
-49.589944	0.022600
-49.581944	-0.477900
-49.573944	0.144700
-49.565944	-0.673200
-49.557944	0.120200
-49.549944	-0.502300
-49.541944	-0.252100
-49.533944	-0.374200
-49.525944	-0.178800
-49.517944	-0.972300
-49.509944	-0.227700
-49.501944	0.315600
-49.493944	-0.130000
-49.485944	0.266700
-49.477944	-0.349700
-49.469944	-0.325300
-49.461944	-0.349700
-49.453944	-0.398600
-49.445944	-0.203300
-49.437944	-0.374200
-49.429944	-0.502300
-49.421944	0.169100
-49.413944	-0.770900
-49.405944	-0.001800
-49.397944	0.291200
-49.389944	-0.947900
-49.381944	-0.032300
-49.373944	-1.442300
-49.365944	0.291200
-49.357944	-0.624400
-49.349944	-0.227700
-49.341944	-0.105600
-49.333944	-0.453500
-49.325944	0.217900
-49.317944	0.022600
-49.309944	0.242300
-49.301944	-0.300900
-49.293944	-0.398600
-49.285944	-0.423000
-49.277944	-0.032300
-49.269944	-0.252100
-49.261944	-0.374200
-49.253944	0.169100
-49.245944	-0.349700
-49.237944	0.071400
-49.229944	-0.453500
-49.221944	-0.276500
-49.213944	-0.203300
-49.205944	-0.203300
-49.197944	-0.697700
-49.189944	-0.154400
-49.181944	-0.844100
-49.173944	-0.001800
-49.165944	-0.477900
-49.157944	-0.252100
-49.149944	-0.276500
-49.141944	0.120200
-49.133944	-0.477900
-49.125944	-0.056800
-49.117944	-0.203300
-49.109944	0.242300
-49.101944	-0.178800
-49.093944	0.217900
-49.085944	-0.868600
-49.077944	-0.624400
-49.069944	-0.227700
-49.061944	-0.770900
-49.053944	-0.056800
-49.045944	0.340000
-49.037944	-0.722100
-49.029944	-0.001800
-49.021944	0.468100
-49.013944	-0.252100
-49.005944	-0.624400
-48.997944	-0.349700
-48.989944	-0.300900
-48.981944	-0.227700
-48.973944	-0.502300
-48.965944	-0.227700
-48.957944	0.120200
-48.949944	-0.923500
-48.941944	0.144700
