Tempo (us) 	 Tensione (mv)


-50.008956	-0.496200
-50.000956	-0.569500
-49.992956	-0.099500
-49.984956	-0.667100
-49.976956	-0.471800
-49.968956	-0.349700
-49.960956	-0.294800
-49.952956	-0.172700
-49.944956	-0.642700
-49.936956	-0.496200
-49.928956	-0.893000
-49.920956	-0.667100
-49.912956	-0.050700
-49.904956	-0.569500
-49.896956	-0.545100
-49.888956	-0.148300
-49.880956	-0.221600
-49.872956	0.175200
-49.864956	-0.471800
-49.856956	-0.148300
-49.848956	-0.374200
-49.840956	-0.447400
-49.832956	-0.545100
-49.824956	-0.294800
-49.816956	-0.270400
-49.808956	-0.075100
-49.800956	-0.294800
-49.792956	-0.148300
-49.784956	-0.172700
-49.776956	-0.520600
-49.768956	-0.496200
-49.760956	-0.197100
-49.752956	-0.319200
-49.744956	-0.270400
-49.736956	-0.197100
-49.728956	-0.349700
-49.720956	0.022600
-49.712956	-0.520600
-49.704956	-0.471800
-49.696956	0.199600
-49.688956	0.199600
-49.680956	-0.197100
-49.672956	-0.642700
-49.664956	-0.423000
-49.656956	-0.075100
-49.648956	-0.471800
-49.640956	0.095800
-49.632956	-0.075100
-49.624956	-0.319200
-49.616956	0.645200
-49.608956	-0.075100
-49.600956	0.095800
-49.592956	-0.423000
-49.584956	-0.471800
-49.576956	-0.001800
-49.568956	-0.496200
-49.560956	-0.075100
-49.552956	-0.496200
-49.544956	0.297200
-49.536956	0.272800
-49.528956	-0.294800
-49.520956	-0.319200
-49.512956	0.297200
-49.504956	-0.148300
-49.496956	0.297200
-49.488956	-0.319200
-49.480956	-0.844100
-49.472956	0.224000
-49.464956	-0.471800
-49.456956	0.596300
-49.448956	-1.015100
-49.440956	0.022600
-49.432956	-0.941800
-49.424956	-0.691600
-49.416956	1.090700
-49.408956	-0.520600
-49.400956	-0.148300
-49.392956	-0.294800
-49.384956	-0.667100
-49.376956	-0.716000
-49.368956	0.095800
-49.360956	-0.496200
-49.352956	-0.447400
-49.344956	0.968700
-49.336956	0.468100
-49.328956	-0.148300
-49.320956	0.248400
-49.312956	-0.148300
-49.304956	-0.423000
-49.296956	0.047000
-49.288956	0.199600
-49.280956	-0.667100
-49.272956	-0.099500
-49.264956	-0.050700
-49.256956	-0.423000
-49.248956	0.095800
-49.240956	-0.398600
-49.232956	-0.545100
-49.224956	0.126300
-49.216956	-0.569500
-49.208956	0.517000
-49.200956	-0.270400
-49.192956	-1.240900
-49.184956	-0.496200
-49.176956	-0.398600
-49.168956	-0.270400
-49.160956	-0.819700
-49.152956	-0.966200
-49.144956	-0.246000
-49.136956	-0.026200
-49.128956	-0.569500
-49.120956	-1.088300
-49.112956	-0.001800
-49.104956	-0.221600
-49.096956	-0.319200
-49.088956	-0.496200
-49.080956	-0.398600
-49.072956	-0.050700
-49.064956	-0.618300
-49.056956	-0.221600
-49.048956	-0.447400
-49.040956	-0.423000
-49.032956	-0.221600
-49.024956	-0.374200
-49.016956	0.047000
-49.008956	-0.593900
-49.000956	-0.471800
-48.992956	0.468100
-48.984956	-0.270400
-48.976956	-0.349700
-48.968956	0.571900
-48.960956	-0.691600
-48.952956	0.175200
-48.944956	-0.642700
