Tempo (us) 	 Tensione (mv)


-50.014993	-0.374200
-50.006993	-0.471800
-49.998993	0.095800
-49.990993	-0.148300
-49.982993	-0.471800
-49.974993	-0.496200
-49.966993	-0.740400
-49.958993	-0.172700
-49.950993	-0.099500
-49.942993	-0.001800
-49.934993	0.047000
-49.926993	-0.001800
-49.918993	-0.349700
-49.910993	0.517000
-49.902993	-0.471800
-49.894993	-0.618300
-49.886993	-0.001800
-49.878993	-0.197100
-49.870993	-0.172700
-49.862993	0.199600
-49.854993	-0.123900
-49.846993	-1.137100
-49.838993	-0.398600
-49.830993	0.321700
-49.822993	-0.520600
-49.814993	-0.050700
-49.806993	-0.172700
-49.798993	0.297200
-49.790993	-0.618300
-49.782993	-0.221600
-49.774993	-0.001800
-49.766993	0.126300
-49.758993	-0.740400
-49.750993	-0.099500
-49.742993	-0.496200
-49.734993	-0.148300
-49.726993	-0.374200
-49.718993	-0.246000
-49.710993	-0.148300
-49.702993	-0.520600
-49.694993	-0.471800
-49.686993	-1.161500
-49.678993	-0.148300
-49.670993	0.047000
-49.662993	-0.545100
-49.654993	-0.917400
-49.646993	-0.398600
-49.638993	-0.172700
-49.630993	0.047000
-49.622993	-0.569500
-49.614993	0.547500
-49.606993	-0.050700
-49.598993	-0.026200
-49.590993	0.370500
-49.582993	-0.246000
-49.574993	-0.642700
-49.566993	-0.123900
-49.558993	0.022600
-49.550993	-0.026200
-49.542993	0.645200
-49.534993	-0.893000
-49.526993	0.321700
-49.518993	0.126300
-49.510993	-0.026200
-49.502993	-0.471800
-49.494993	-0.770900
-49.486993	-0.050700
-49.478993	-0.123900
-49.470993	-0.075100
-49.462993	0.071400
-49.454993	-0.099500
-49.446993	-0.148300
-49.438993	-0.374200
-49.430993	-0.471800
-49.422993	0.370500
-49.414993	-0.001800
-49.406993	-0.593900
-49.398993	-0.221600
-49.390993	-1.411800
-49.382993	-1.015100
-49.374993	-0.148300
-49.366993	-0.319200
-49.358993	-0.740400
-49.350993	-0.423000
-49.342993	0.150800
-49.334993	-0.667100
-49.326993	-0.001800
-49.318993	-0.667100
-49.310993	0.047000
-49.302993	-0.294800
-49.294993	-0.099500
-49.286993	0.248400
-49.278993	0.248400
-49.270993	-0.471800
-49.262993	-1.063900
-49.254993	0.150800
-49.246993	0.047000
-49.238993	-0.270400
-49.230993	0.150800
-49.222993	-0.496200
-49.214993	-0.569500
-49.206993	-0.026200
-49.198993	-0.050700
-49.190993	0.224000
-49.182993	-0.148300
-49.174993	-1.015100
-49.166993	-0.221600
-49.158993	-0.447400
-49.150993	-0.221600
-49.142993	-0.691600
-49.134993	-0.423000
-49.126993	-0.001800
-49.118993	-0.270400
-49.110993	0.199600
-49.102993	-0.716000
-49.094993	-0.893000
-49.086993	-0.349700
-49.078993	-0.270400
-49.070993	0.199600
-49.062993	-0.990600
-49.054993	0.321700
-49.046993	-0.221600
-49.038993	-0.026200
-49.030993	0.071400
-49.022993	0.669600
-49.014993	0.071400
-49.006993	0.175200
-48.998993	0.248400
-48.990993	-0.246000
-48.982993	-0.398600
-48.974993	0.248400
-48.966993	-0.398600
-48.958993	-0.148300
-48.950993	-0.795300
-48.942993	-0.349700
