Tempo (us) 	 Tensione (mv)


-50.012490	-0.300900
-50.004490	0.047000
-49.996490	-0.551200
-49.988490	0.315600
-49.980490	0.169100
-49.972490	-0.203300
-49.964490	-1.094400
-49.956490	0.517000
-49.948490	-0.032300
-49.940490	-0.154400
-49.932490	0.193500
-49.924490	-0.624400
-49.916490	-0.795300
-49.908490	0.364400
-49.900490	-0.398600
-49.892490	-0.819700
-49.884490	-0.453500
-49.876490	-0.178800
-49.868490	0.022600
-49.860490	-0.056800
-49.852490	-1.417900
-49.844490	0.144700
-49.836490	0.169100
-49.828490	-0.001800
-49.820490	-0.947900
-49.812490	-0.203300
-49.804490	-0.746500
-49.796490	-0.648800
-49.788490	-0.130000
-49.780490	0.144700
-49.772490	0.193500
-49.764490	0.120200
-49.756490	-0.276500
-49.748490	0.413200
-49.740490	0.144700
-49.732490	-0.227700
-49.724490	0.047000
-49.716490	-0.105600
-49.708490	-0.697700
-49.700490	-0.252100
-49.692490	-0.526800
-49.684490	0.468100
-49.676490	-0.600000
-49.668490	-0.624400
-49.660490	0.242300
-49.652490	0.022600
-49.644490	0.071400
-49.636490	-0.374200
-49.628490	-0.398600
-49.620490	0.095800
-49.612490	-0.423000
-49.604490	-0.252100
-49.596490	-0.105600
-49.588490	-0.795300
-49.580490	0.095800
-49.572490	-0.453500
-49.564490	-0.032300
-49.556490	-0.001800
-49.548490	-0.551200
-49.540490	0.022600
-49.532490	0.217900
-49.524490	0.492600
-49.516490	-0.770900
-49.508490	-0.575600
-49.500490	-0.252100
-49.492490	0.193500
-49.484490	0.340000
-49.476490	-0.056800
-49.468490	-0.423000
-49.460490	-0.178800
-49.452490	-0.624400
-49.444490	-0.032300
-49.436490	-0.032300
-49.428490	-0.178800
-49.420490	-0.252100
-49.412490	0.047000
-49.404490	0.120200
-49.396490	0.144700
-49.388490	-0.526800
-49.380490	-0.252100
-49.372490	-0.056800
-49.364490	-0.374200
-49.356490	-0.648800
-49.348490	-0.746500
-49.340490	-0.081200
-49.332490	0.169100
-49.324490	-0.032300
-49.316490	-0.844100
-49.308490	0.047000
-49.300490	0.169100
-49.292490	-0.770900
-49.284490	-0.130000
-49.276490	0.364400
-49.268490	0.047000
-49.260490	-0.819700
-49.252490	-0.154400
-49.244490	0.413200
-49.236490	-0.349700
-49.228490	-0.105600
-49.220490	-0.056800
-49.212490	-0.673200
-49.204490	-0.423000
-49.196490	-0.252100
-49.188490	-0.868600
-49.180490	0.388800
-49.172490	-0.600000
-49.164490	0.364400
-49.156490	-0.502300
-49.148490	-0.081200
-49.140490	-0.349700
-49.132490	-1.045600
-49.124490	-0.276500
-49.116490	0.614600
-49.108490	-0.178800
-49.100490	-0.423000
-49.092490	-0.795300
-49.084490	-1.442300
-49.076490	-0.081200
-49.068490	-0.923500
-49.060490	-0.154400
-49.052490	-1.369100
-49.044490	-0.624400
-49.036490	0.242300
-49.028490	-1.094400
-49.020490	-0.551200
-49.012490	-0.001800
-49.004490	-0.575600
-48.996490	0.364400
-48.988490	-1.240900
-48.980490	-0.923500
-48.972490	-0.032300
-48.964490	-0.300900
-48.956490	-0.325300
-48.948490	-0.575600
-48.940490	-0.300900
