Tempo (us) 	 Tensione (mv)


-50.012214	-0.221600
-50.004214	-0.844100
-49.996214	-0.221600
-49.988214	-0.050700
-49.980214	0.095800
-49.972214	-0.221600
-49.964214	-0.123900
-49.956214	-0.349700
-49.948214	0.175200
-49.940214	-0.423000
-49.932214	-0.075100
-49.924214	0.150800
-49.916214	-0.471800
-49.908214	-0.770900
-49.900214	0.175200
-49.892214	-0.740400
-49.884214	-0.172700
-49.876214	-0.716000
-49.868214	-0.221600
-49.860214	-0.270400
-49.852214	0.047000
-49.844214	-0.123900
-49.836214	0.126300
-49.828214	-0.398600
-49.820214	-0.795300
-49.812214	-0.001800
-49.804214	-0.770900
-49.796214	-0.349700
-49.788214	-0.148300
-49.780214	-0.221600
-49.772214	0.596300
-49.764214	-0.545100
-49.756214	-0.099500
-49.748214	-0.099500
-49.740214	0.346100
-49.732214	-0.398600
-49.724214	-0.221600
-49.716214	-0.221600
-49.708214	-0.001800
-49.700214	-0.471800
-49.692214	-0.520600
-49.684214	-0.545100
-49.676214	0.468100
-49.668214	-0.642700
-49.660214	0.993100
-49.652214	-0.123900
-49.644214	-0.349700
-49.636214	0.272800
-49.628214	-0.667100
-49.620214	-0.349700
-49.612214	-0.569500
-49.604214	-0.123900
-49.596214	-0.349700
-49.588214	-0.197100
-49.580214	-0.471800
-49.572214	0.620700
-49.564214	-0.221600
-49.556214	0.047000
-49.548214	-0.496200
-49.540214	-0.496200
-49.532214	-0.197100
-49.524214	-0.270400
-49.516214	-0.197100
-49.508214	0.840500
-49.500214	0.321700
-49.492214	-0.471800
-49.484214	0.993100
-49.476214	-0.496200
-49.468214	0.297200
-49.460214	-1.485000
-49.452214	0.126300
-49.444214	-0.545100
-49.436214	-0.148300
-49.428214	0.199600
-49.420214	-0.349700
-49.412214	-0.349700
-49.404214	0.767200
-49.396214	-0.246000
-49.388214	-0.569500
-49.380214	-0.423000
-49.372214	-0.691600
-49.364214	-0.270400
-49.356214	-0.172700
-49.348214	-0.172700
-49.340214	-0.148300
-49.332214	-0.893000
-49.324214	-0.447400
-49.316214	-0.496200
-49.308214	-0.246000
-49.300214	0.175200
-49.292214	-0.691600
-49.284214	-0.270400
-49.276214	0.150800
-49.268214	-0.569500
-49.260214	-0.172700
-49.252214	-0.398600
-49.244214	-0.374200
-49.236214	0.370500
-49.228214	-0.026200
-49.220214	-0.545100
-49.212214	-0.246000
-49.204214	0.645200
-49.196214	-0.319200
-49.188214	-1.015100
-49.180214	0.071400
-49.172214	0.321700
-49.164214	-0.770900
-49.156214	-0.221600
-49.148214	0.150800
-49.140214	-0.471800
-49.132214	0.321700
-49.124214	0.199600
-49.116214	0.694000
-49.108214	-0.148300
-49.100214	-0.770900
-49.092214	0.071400
-49.084214	-0.197100
-49.076214	0.199600
-49.068214	-0.618300
-49.060214	-0.374200
-49.052214	0.095800
-49.044214	0.468100
-49.036214	-0.447400
-49.028214	-0.148300
-49.020214	0.394900
-49.012214	-0.374200
-49.004214	0.297200
-48.996214	-1.063900
-48.988214	-0.496200
-48.980214	0.071400
-48.972214	-0.221600
-48.964214	-0.197100
-48.956214	-0.569500
-48.948214	0.022600
-48.940214	-0.349700
