Tempo (us) 	 Tensione (mv)


-50.012100	-0.123905
-50.004100	-0.488601
-49.996100	0.259407
-49.988100	-0.049745
-49.980100	-0.204169
-49.972100	0.148320
-49.964100	-0.055849
-49.956100	0.043031
-49.948100	-0.086673
-49.940100	-0.160832
-49.932100	0.278024
-49.924100	-0.451369
-49.916100	0.141911
-49.908100	0.271920
-49.900100	-0.259713
-49.892100	0.414136
-49.884100	0.265816
-49.876100	-0.179449
-49.868100	0.166631
-49.860100	-0.272225
-49.852100	0.352184
-49.844100	0.290536
-49.836100	-0.247505
-49.828100	0.686056
-49.820100	-0.296945
-49.812100	-0.253609
-49.804100	0.098880
-49.796100	-0.043336
-49.788100	0.234687
-49.780100	-0.031129
-49.772100	-0.333873
-49.764100	0.333567
-49.756100	-0.222785
-49.748100	0.290536
-49.740100	0.018311
-49.732100	-0.346385
-49.724100	0.061647
-49.716100	-0.136112
-49.708100	0.067751
-49.700100	0.469680
-49.692100	0.123600
-49.684100	-0.025025
-49.676100	0.123600
-49.668100	0.500503
-49.660100	-0.105289
-49.652100	0.092471
-49.644100	-0.253609
-49.636100	0.339976
-49.628100	-0.006409
-49.620100	-0.420545
-49.612100	0.228584
-49.604100	-0.204169
-49.596100	-0.130009
-49.588100	-0.136112
-49.580100	-0.099185
-49.572100	-0.253609
-49.564100	-0.099185
-49.556100	-0.074465
-49.548100	0.049440
-49.540100	-0.358898
-49.532100	0.080264
-49.524100	0.061647
-49.516100	-0.136112
-49.508100	-0.210273
-49.500100	-0.420545
-49.492100	0.036927
-49.484100	0.006104
-49.476100	-0.290841
-49.468100	0.197760
-49.460100	0.135807
-49.452100	-0.284432
-49.444100	-0.080569
-49.436100	-0.420545
-49.428100	-0.018616
-49.420100	-0.154729
-49.412100	0.247200
-49.404100	0.030824
-49.396100	0.401624
-49.388100	-0.259713
-49.380100	0.018311
-49.372100	-0.049745
-49.364100	0.148320
-49.356100	-0.284432
-49.348100	-0.457778
-49.340100	-0.296945
-49.332100	0.463576
-49.324100	0.209967
-49.316100	-0.247505
-49.308100	-0.210273
-49.300100	0.000000
-49.292100	0.030824
-49.284100	-0.247505
-49.276100	-0.228889
-49.268100	0.148320
-49.260100	0.129704
-49.252100	-0.166936
-49.244100	0.185247
-49.236100	-0.204169
-49.228100	0.061647
-49.220100	-0.198065
-49.212100	-0.130009
-49.204100	-0.049745
-49.196100	0.154424
-49.188100	-0.142216
-49.180100	0.030824
-49.172100	-0.099185
-49.164100	-0.080569
-49.156100	-0.092776
-49.148100	-0.210273
-49.140100	0.364696
-49.132100	0.141911
-49.124100	-0.531938
-49.116100	0.012207
-49.108100	0.080264
-49.100100	0.222480
-49.092100	0.129704
-49.084100	-0.482498
-49.076100	0.253304
-49.068100	0.209967
-49.060100	0.012207
-49.052100	0.117191
-49.044100	-0.216681
-49.036100	-0.006409
-49.028100	-0.173345
-49.020100	0.043031
-49.012100	0.469680
-49.004100	0.080264
-48.996100	-0.216681
-48.988100	0.000000
-48.980100	0.408032
-48.972100	-0.191961
-48.964100	-0.099185
-48.956100	-0.507218
-48.948100	0.234687
-48.940100	-0.092776
-48.932100	-0.333873
-48.924100	0.055544
