Tempo (us) 	 Tensione (mv)


-50.014103	0.024720
-50.006103	0.000000
-49.998103	0.018311
-49.990103	0.049440
-49.982103	-0.439161
-49.974103	-0.031129
-49.966103	0.432752
-49.958103	-0.383618
-49.950103	-0.055849
-49.942103	-0.179449
-49.934103	-0.154729
-49.926103	0.333567
-49.918103	-0.247505
-49.910103	-0.061953
-49.902103	-0.105289
-49.894103	-0.105289
-49.886103	0.074160
-49.878103	-1.273843
-49.870103	0.074160
-49.862103	0.271920
-49.854103	0.444960
-49.846103	-0.123905
-49.838103	0.012207
-49.830103	0.030824
-49.822103	-0.234992
-49.814103	-0.383618
-49.806103	-0.365001
-49.798103	0.049440
-49.790103	-0.482498
-49.782103	-0.031129
-49.774103	0.086367
-49.766103	0.290536
-49.758103	-0.482498
-49.750103	-0.365001
-49.742103	0.160527
-49.734103	0.111087
-49.726103	-0.068056
-49.718103	-0.395825
-49.710103	0.061647
-49.702103	0.092471
-49.694103	-0.253609
-49.686103	-0.253609
-49.678103	0.185247
-49.670103	-0.123905
-49.662103	-0.154729
-49.654103	-0.117496
-49.646103	-0.204169
-49.638103	-0.228889
-49.630103	-0.018616
-49.622103	0.247200
-49.614103	0.135807
-49.606103	-0.630818
-49.598103	-0.111393
-49.590103	-0.420545
-49.582103	0.030824
-49.574103	0.074160
-49.566103	0.055544
-49.558103	-0.333873
-49.550103	0.104984
-49.542103	0.067751
-49.534103	0.086367
-49.526103	-0.012513
-49.518103	-0.791650
-49.510103	-0.068056
-49.502103	-0.272225
-49.494103	0.228584
-49.486103	-0.278329
-49.478103	-0.408338
-49.470103	0.129704
-49.462103	0.191656
-49.454103	-0.296945
-49.446103	-0.043336
-49.438103	-0.321665
-49.430103	-0.111393
-49.422103	0.030824
-49.414103	0.030824
-49.406103	0.006104
-49.398103	-0.525529
-49.390103	-0.166936
-49.382103	0.123600
-49.374103	-0.228889
-49.366103	-0.160832
-49.358103	-0.136112
-49.350103	-0.160832
-49.342103	0.463576
-49.334103	-0.358898
-49.326103	-0.191961
-49.318103	-0.482498
-49.310103	0.049440
-49.302103	-0.222785
-49.294103	-0.117496
-49.286103	-0.259713
-49.278103	-0.358898
-49.270103	0.129704
-49.262103	0.092471
-49.254103	0.086367
-49.246103	-0.290841
-49.238103	-0.173345
-49.230103	-0.092776
-49.222103	-0.234992
-49.214103	0.080264
-49.206103	-0.612201
-49.198103	0.438856
-49.190103	0.296640
-49.182103	-0.426649
-49.174103	0.389416
-49.166103	-0.278329
-49.158103	-0.340281
-49.150103	0.370800
-49.142103	0.241096
-49.134103	-0.692465
-49.126103	-0.148625
-49.118103	0.154424
-49.110103	-0.173345
-49.102103	-0.377209
-49.094103	0.333567
-49.086103	-0.525529
-49.078103	-0.012513
-49.070103	0.302744
-49.062103	-0.494705
-49.054103	-0.185553
-49.046103	0.098880
-49.038103	0.135807
-49.030103	-0.457778
-49.022103	-0.154729
-49.014103	0.160527
-49.006103	0.000000
-48.998103	-0.185553
-48.990103	-0.142216
-48.982103	0.092471
-48.974103	-0.198065
-48.966103	-0.130009
-48.958103	-0.099185
-48.950103	0.166631
-48.942103	-0.346385
-48.934103	-0.266121
-48.926103	-0.099185
