Tempo (us) 	 Tensione (mv)


-50.012554	-0.389721
-50.004554	-0.179449
-49.996554	0.247200
-49.988554	-0.278329
-49.980554	0.000000
-49.972554	0.012207
-49.964554	-0.092776
-49.956554	0.389416
-49.948554	-0.488601
-49.940554	0.129704
-49.932554	0.179144
-49.924554	0.160527
-49.916554	-0.618305
-49.908554	0.030824
-49.900554	0.531632
-49.892554	0.160527
-49.884554	-0.488601
-49.876554	-0.031129
-49.868554	0.482192
-49.860554	0.364696
-49.852554	-0.105289
-49.844554	-0.216681
-49.836554	0.247200
-49.828554	-0.037233
-49.820554	-0.358898
-49.812554	0.302744
-49.804554	0.049440
-49.796554	-0.433058
-49.788554	-0.266121
-49.780554	0.661336
-49.772554	0.253304
-49.764554	-0.346385
-49.756554	-0.241401
-49.748554	0.129704
-49.740554	0.284127
-49.732554	-0.222785
-49.724554	0.222480
-49.716554	0.135807
-49.708554	-0.049745
-49.700554	0.129704
-49.692554	-0.080569
-49.684554	0.216376
-49.676554	-0.191961
-49.668554	-0.198065
-49.660554	0.141911
-49.652554	0.012207
-49.644554	-0.012513
-49.636554	-0.160832
-49.628554	0.141911
-49.620554	0.401624
-49.612554	-0.333873
-49.604554	0.209967
-49.596554	-0.717490
-49.588554	0.296640
-49.580554	-0.142216
-49.572554	0.315256
-49.564554	0.191656
-49.556554	0.154424
-49.548554	0.339976
-49.540554	0.098880
-49.532554	-0.222785
-49.524554	-0.333873
-49.516554	0.296640
-49.508554	-0.340281
-49.500554	0.117191
-49.492554	0.055544
-49.484554	-0.117496
-49.476554	0.438856
-49.468554	-0.253609
-49.460554	-0.080569
-49.452554	-0.006409
-49.444554	0.271920
-49.436554	0.247200
-49.428554	-0.420545
-49.420554	0.191656
-49.412554	0.339976
-49.404554	-0.389721
-49.396554	0.191656
-49.388554	0.055544
-49.380554	-0.049745
-49.372554	0.043031
-49.364554	-0.031129
-49.356554	0.067751
-49.348554	0.104984
-49.340554	-0.253609
-49.332554	0.234687
-49.324554	-0.321665
-49.316554	-0.296945
-49.308554	0.290536
-49.300554	0.092471
-49.292554	-0.204169
-49.284554	0.154424
-49.276554	0.271920
-49.268554	0.228584
-49.260554	-0.031129
-49.252554	-0.630818
-49.244554	0.488296
-49.236554	-0.228889
-49.228554	-0.247505
-49.220554	0.166631
-49.212554	-0.031129
-49.204554	0.308847
-49.196554	-0.037233
-49.188554	-0.222785
-49.180554	0.129704
-49.172554	-0.210273
-49.164554	-0.099185
-49.156554	0.104984
-49.148554	0.055544
-49.140554	0.024720
-49.132554	-0.340281
-49.124554	-0.241401
-49.116554	0.463576
-49.108554	-0.086673
-49.100554	0.179144
-49.092554	0.067751
-49.084554	-0.092776
-49.076554	0.241096
-49.068554	-0.352489
-49.060554	0.636616
-49.052554	-0.612201
-49.044554	0.197760
-49.036554	0.135807
-49.028554	0.179144
-49.020554	-0.092776
-49.012554	-0.433058
-49.004554	0.222480
-48.996554	0.265816
-48.988554	-0.463881
-48.980554	-0.049745
-48.972554	0.376904
-48.964554	0.339976
-48.956554	0.086367
-48.948554	-0.315561
-48.940554	0.624409
-48.932554	0.370800
-48.924554	-0.173345
-48.916554	0.030824
