Tempo (us) 	 Tensione (mv)


-50.014289	0.043031
-50.006289	-0.025025
-49.998289	0.284127
-49.990289	-0.043336
-49.982289	-0.154729
-49.974289	0.432752
-49.966289	-0.043336
-49.958289	-0.006409
-49.950289	-0.327769
-49.942289	-0.111393
-49.934289	-0.241401
-49.926289	0.000000
-49.918289	-0.198065
-49.910289	0.030824
-49.902289	0.092471
-49.894289	0.055544
-49.886289	-0.074465
-49.878289	-0.043336
-49.870289	-0.080569
-49.862289	0.228584
-49.854289	-0.086673
-49.846289	-0.210273
-49.838289	-0.179449
-49.830289	0.166631
-49.822289	0.284127
-49.814289	-0.018616
-49.806289	-0.401929
-49.798289	0.154424
-49.790289	0.290536
-49.782289	0.271920
-49.774289	0.667440
-49.766289	-0.080569
-49.758289	-0.340281
-49.750289	-0.636921
-49.742289	0.080264
-49.734289	0.154424
-49.726289	-0.012513
-49.718289	-0.383618
-49.710289	-0.395825
-49.702289	0.537736
-49.694289	0.333567
-49.686289	-0.191961
-49.678289	-0.457778
-49.670289	0.543840
-49.662289	-0.117496
-49.654289	-0.346385
-49.646289	0.482192
-49.638289	-0.439161
-49.630289	-0.649434
-49.622289	0.191656
-49.614289	0.500503
-49.606289	-0.130009
-49.598289	-0.321665
-49.590289	0.556352
-49.582289	-0.148625
-49.574289	-0.290841
-49.566289	0.228584
-49.558289	-0.247505
-49.550289	-0.154729
-49.542289	-0.160832
-49.534289	-0.068056
-49.526289	0.074160
-49.518289	0.438856
-49.510289	-0.433058
-49.502289	0.482192
-49.494289	0.160527
-49.486289	0.209967
-49.478289	-0.365001
-49.470289	0.154424
-49.462289	0.092471
-49.454289	0.043031
-49.446289	0.036927
-49.438289	-0.074465
-49.430289	0.253304
-49.422289	0.098880
-49.414289	-0.463881
-49.406289	0.185247
-49.398289	-0.037233
-49.390289	-0.006409
-49.382289	-0.105289
-49.374289	-0.092776
-49.366289	0.000000
-49.358289	-0.049745
-49.350289	-0.581378
-49.342289	-0.234992
-49.334289	-0.216681
-49.326289	-0.290841
-49.318289	0.080264
-49.310289	-0.148625
-49.302289	0.000000
-49.294289	-0.278329
-49.286289	0.055544
-49.278289	0.259407
-49.270289	-0.080569
-49.262289	-0.556658
-49.254289	0.074160
-49.246289	0.067751
-49.238289	-0.136112
-49.230289	0.846889
-49.222289	-0.612201
-49.214289	-0.055849
-49.206289	-1.267739
-49.198289	0.209967
-49.190289	-0.309152
-49.182289	-0.222785
-49.174289	0.265816
-49.166289	-0.525529
-49.158289	0.574969
-49.150289	0.135807
-49.142289	0.061647
-49.134289	0.141911
-49.126289	0.000000
-49.118289	-0.556658
-49.110289	0.432752
-49.102289	-0.166936
-49.094289	-0.130009
-49.086289	0.086367
-49.078289	-0.321665
-49.070289	0.074160
-49.062289	-0.012513
-49.054289	-0.414441
-49.046289	0.000000
-49.038289	-0.507218
-49.030289	0.148320
-49.022289	0.302744
-49.014289	0.185247
-49.006289	0.092471
-48.998289	-0.401929
-48.990289	0.030824
-48.982289	0.321360
-48.974289	-0.321665
-48.966289	-0.086673
-48.958289	-0.049745
-48.950289	0.018311
-48.942289	0.302744
-48.934289	-0.099185
-48.926289	-0.234992
