Tempo (us) 	 Tensione (mv)


-50.010643	-0.234992
-50.002643	0.148320
-49.994643	-0.439161
-49.986643	-0.061953
-49.978643	-0.278329
-49.970643	-0.179449
-49.962643	0.024720
-49.954643	0.129704
-49.946643	-0.142216
-49.938643	0.611896
-49.930643	-0.222785
-49.922643	0.117191
-49.914643	-0.420545
-49.906643	-0.185553
-49.898643	0.135807
-49.890643	-0.296945
-49.882643	-0.018616
-49.874643	-0.012513
-49.866643	0.333567
-49.858643	0.376904
-49.850643	-0.185553
-49.842643	-0.365001
-49.834643	0.086367
-49.826643	0.055544
-49.818643	-0.117496
-49.810643	-0.092776
-49.802643	-0.525529
-49.794643	0.259407
-49.786643	-0.204169
-49.778643	-0.234992
-49.770643	-0.049745
-49.762643	-0.266121
-49.754643	-0.061953
-49.746643	-0.037233
-49.738643	-0.074465
-49.730643	0.018311
-49.722643	-0.148625
-49.714643	-0.142216
-49.706643	0.018311
-49.698643	0.000000
-49.690643	0.000000
-49.682643	0.111087
-49.674643	-0.216681
-49.666643	0.067751
-49.658643	-0.321665
-49.650643	0.401624
-49.642643	-0.575274
-49.634643	-0.204169
-49.626643	-0.043336
-49.618643	-0.185553
-49.610643	-0.037233
-49.602643	-0.241401
-49.594643	0.074160
-49.586643	-0.031129
-49.578643	-0.636921
-49.570643	0.191656
-49.562643	-0.160832
-49.554643	-0.340281
-49.546643	0.049440
-49.538643	-0.556658
-49.530643	0.278024
-49.522643	-0.105289
-49.514643	-0.420545
-49.506643	-0.055849
-49.498643	0.067751
-49.490643	-0.234992
-49.482643	0.370800
-49.474643	-0.123905
-49.466643	-0.105289
-49.458643	-0.099185
-49.450643	-0.210273
-49.442643	0.129704
-49.434643	-0.130009
-49.426643	-0.340281
-49.418643	0.000000
-49.410643	-0.266121
-49.402643	0.296640
-49.394643	1.038545
-49.386643	-0.754417
-49.378643	0.191656
-49.370643	-1.199682
-49.362643	0.080264
-49.354643	-0.834681
-49.346643	-0.296945
-49.338643	0.661336
-49.330643	-0.414441
-49.322643	0.513016
-49.314643	0.463576
-49.306643	0.006104
-49.298643	0.092471
-49.290643	-0.247505
-49.282643	-0.154729
-49.274643	0.043031
-49.266643	-0.327769
-49.258643	0.321360
-49.250643	0.253304
-49.242643	-0.469985
-49.234643	0.074160
-49.226643	-0.111393
-49.218643	-0.148625
-49.210643	0.574969
-49.202643	-0.593585
-49.194643	-0.303049
-49.186643	-0.191961
-49.178643	0.389416
-49.170643	0.321360
-49.162643	-0.476089
-49.154643	-0.278329
-49.146643	0.074160
-49.138643	-0.160832
-49.130643	-0.253609
-49.122643	-0.575274
-49.114643	-0.080569
-49.106643	0.265816
-49.098643	-0.371105
-49.090643	0.111087
-49.082643	0.216376
-49.074643	-0.272225
-49.066643	-0.179449
-49.058643	-0.074465
-49.050643	-0.166936
-49.042643	-0.006409
-49.034643	-0.173345
-49.026643	-0.123905
-49.018643	0.092471
-49.010643	-0.198065
-49.002643	-0.018616
-48.994643	-0.241401
-48.986643	0.111087
-48.978643	-0.531938
-48.970643	-0.154729
-48.962643	0.043031
-48.954643	0.259407
-48.946643	-0.414441
-48.938643	-0.049745
-48.930643	0.104984
