Tempo (us) 	 Tensione (mv)


-50.011225	-0.012513
-50.003225	-0.309152
-49.995225	-0.092776
-49.987225	0.092471
-49.979225	0.265816
-49.971225	-0.080569
-49.963225	-0.006409
-49.955225	0.111087
-49.947225	-0.290841
-49.939225	-0.333873
-49.931225	0.135807
-49.923225	-0.006409
-49.915225	0.241096
-49.907225	0.117191
-49.899225	0.086367
-49.891225	0.024720
-49.883225	0.000000
-49.875225	0.030824
-49.867225	-0.136112
-49.859225	-0.401929
-49.851225	0.117191
-49.843225	0.074160
-49.835225	-0.068056
-49.827225	-0.166936
-49.819225	-0.049745
-49.811225	0.012207
-49.803225	0.506912
-49.795225	0.061647
-49.787225	0.092471
-49.779225	-0.371105
-49.771225	-0.111393
-49.763225	0.160527
-49.755225	-0.179449
-49.747225	0.135807
-49.739225	-0.037233
-49.731225	-0.123905
-49.723225	0.247200
-49.715225	0.216376
-49.707225	-0.099185
-49.699225	-0.284432
-49.691225	-0.018616
-49.683225	0.228584
-49.675225	0.185247
-49.667225	-0.433058
-49.659225	-0.204169
-49.651225	-0.408338
-49.643225	-0.061953
-49.635225	0.203864
-49.627225	-0.179449
-49.619225	0.061647
-49.611225	-0.185553
-49.603225	0.191656
-49.595225	-0.037233
-49.587225	-0.061953
-49.579225	-0.074465
-49.571225	-0.142216
-49.563225	-0.327769
-49.555225	-0.191961
-49.547225	0.141911
-49.539225	-0.130009
-49.531225	0.302744
-49.523225	-0.327769
-49.515225	0.308847
-49.507225	-0.451369
-49.499225	0.043031
-49.491225	0.006104
-49.483225	-0.173345
-49.475225	0.228584
-49.467225	-0.365001
-49.459225	-0.148625
-49.451225	0.444960
-49.443225	0.061647
-49.435225	0.241096
-49.427225	-0.241401
-49.419225	0.278024
-49.411225	0.111087
-49.403225	-0.210273
-49.395225	0.024720
-49.387225	0.074160
-49.379225	-0.222785
-49.371225	0.117191
-49.363225	0.209967
-49.355225	-0.123905
-49.347225	0.166631
-49.339225	-0.142216
-49.331225	0.216376
-49.323225	0.247200
-49.315225	-0.408338
-49.307225	0.253304
-49.299225	-0.204169
-49.291225	0.104984
-49.283225	0.117191
-49.275225	-0.365001
-49.267225	0.086367
-49.259225	0.024720
-49.251225	0.444960
-49.243225	0.030824
-49.235225	-0.395825
-49.227225	0.018311
-49.219225	-0.401929
-49.211225	0.111087
-49.203225	0.247200
-49.195225	-0.074465
-49.187225	-0.012513
-49.179225	0.061647
-49.171225	-0.018616
-49.163225	0.080264
-49.155225	0.111087
-49.147225	0.259407
-49.139225	-0.284432
-49.131225	0.030824
-49.123225	0.135807
-49.115225	0.018311
-49.107225	-0.166936
-49.099225	0.104984
-49.091225	-0.321665
-49.083225	0.018311
-49.075225	0.104984
-49.067225	-0.092776
-49.059225	0.327464
-49.051225	-0.136112
-49.043225	-0.136112
-49.035225	0.074160
-49.027225	-0.154729
-49.019225	0.179144
-49.011225	-0.173345
-49.003225	0.098880
-48.995225	0.222480
-48.987225	-0.507218
-48.979225	0.247200
-48.971225	0.241096
-48.963225	0.012207
-48.955225	-0.018616
-48.947225	-0.111393
-48.939225	0.111087
-48.931225	0.012207
-48.923225	-0.266121
-48.915225	-0.031129
