Tempo (us) 	 Tensione (mv)


-50.015649	-0.241401
-50.007649	-0.179449
-49.999649	0.308847
-49.991649	-0.606098
-49.983649	-0.068056
-49.975649	-0.278329
-49.967649	0.123600
-49.959649	-0.105289
-49.951649	-0.154729
-49.943649	-0.105289
-49.935649	0.043031
-49.927649	0.197760
-49.919649	-0.018616
-49.911649	-0.136112
-49.903649	-0.130009
-49.895649	-0.358898
-49.887649	0.067751
-49.879649	0.055544
-49.871649	-0.111393
-49.863649	0.123600
-49.855649	-0.266121
-49.847649	0.043031
-49.839649	-0.111393
-49.831649	-0.191961
-49.823649	-0.352489
-49.815649	-0.037233
-49.807649	-0.154729
-49.799649	0.197760
-49.791649	-0.160832
-49.783649	0.642720
-49.775649	-0.352489
-49.767649	0.086367
-49.759649	-0.327769
-49.751649	-0.352489
-49.743649	0.290536
-49.735649	-0.377209
-49.727649	-0.198065
-49.719649	-0.272225
-49.711649	0.432752
-49.703649	-0.463881
-49.695649	-0.315561
-49.687649	-0.061953
-49.679649	-0.061953
-49.671649	-0.303049
-49.663649	-0.123905
-49.655649	-0.074465
-49.647649	0.024720
-49.639649	-0.130009
-49.631649	-0.284432
-49.623649	-0.123905
-49.615649	0.457472
-49.607649	-0.667745
-49.599649	-0.296945
-49.591649	0.321360
-49.583649	0.104984
-49.575649	-0.142216
-49.567649	-0.674154
-49.559649	0.197760
-49.551649	-0.018616
-49.543649	-0.463881
-49.535649	-0.117496
-49.527649	-0.092776
-49.519649	-0.333873
-49.511649	-0.216681
-49.503649	-0.074465
-49.495649	0.160527
-49.487649	-0.012513
-49.479649	-0.513321
-49.471649	0.111087
-49.463649	0.308847
-49.455649	-0.284432
-49.447649	-0.327769
-49.439649	-0.130009
-49.431649	-0.006409
-49.423649	-0.142216
-49.415649	-0.241401
-49.407649	0.141911
-49.399649	-0.111393
-49.391649	0.098880
-49.383649	0.364696
-49.375649	-0.216681
-49.367649	-0.593585
-49.359649	-0.704978
-49.351649	-0.247505
-49.343649	0.278024
-49.335649	-0.080569
-49.327649	0.104984
-49.319649	-0.241401
-49.311649	0.018311
-49.303649	0.234687
-49.295649	0.018311
-49.287649	-0.136112
-49.279649	0.321360
-49.271649	-0.401929
-49.263649	-0.043336
-49.255649	0.420240
-49.247649	-0.049745
-49.239649	-0.309152
-49.231649	-0.303049
-49.223649	0.135807
-49.215649	-0.130009
-49.207649	-0.080569
-49.199649	-0.204169
-49.191649	0.222480
-49.183649	0.080264
-49.175649	-0.494705
-49.167649	-0.222785
-49.159649	0.321360
-49.151649	-0.136112
-49.143649	-0.303049
-49.135649	-0.377209
-49.127649	-0.037233
-49.119649	-0.136112
-49.111649	-0.228889
-49.103649	0.018311
-49.095649	-0.272225
-49.087649	0.562456
-49.079649	0.024720
-49.071649	-0.365001
-49.063649	0.352184
-49.055649	-0.865810
-49.047649	0.241096
-49.039649	-0.550554
-49.031649	-0.383618
-49.023649	0.074160
-49.015649	0.803552
-49.007649	-0.939970
-48.999649	-0.266121
-48.991649	0.482192
-48.983649	0.475784
-48.975649	-0.284432
-48.967649	-0.643025
-48.959649	0.550249
-48.951649	0.426344
-48.943649	-0.958586
-48.935649	-0.538041
