Tempo (us) 	 Tensione (mv)


-50.011893	-0.105289
-50.003893	0.154424
-49.995893	0.179144
-49.987893	-0.105289
-49.979893	-0.061953
-49.971893	-0.037233
-49.963893	0.408032
-49.955893	0.117191
-49.947893	-0.018616
-49.939893	0.123600
-49.931893	0.383313
-49.923893	-0.111393
-49.915893	0.376904
-49.907893	0.308847
-49.899893	0.259407
-49.891893	-0.123905
-49.883893	0.043031
-49.875893	0.166631
-49.867893	-0.272225
-49.859893	0.148320
-49.851893	0.006104
-49.843893	0.185247
-49.835893	0.253304
-49.827893	0.006104
-49.819893	0.092471
-49.811893	0.315256
-49.803893	0.092471
-49.795893	0.086367
-49.787893	0.098880
-49.779893	0.104984
-49.771893	0.247200
-49.763893	-0.278329
-49.755893	-0.160832
-49.747893	0.346080
-49.739893	0.049440
-49.731893	0.098880
-49.723893	0.006104
-49.715893	0.018311
-49.707893	0.370800
-49.699893	-0.420545
-49.691893	0.086367
-49.683893	0.550249
-49.675893	0.216376
-49.667893	-0.445265
-49.659893	-0.408338
-49.651893	0.191656
-49.643893	1.125217
-49.635893	0.104984
-49.627893	-0.012513
-49.619893	0.086367
-49.611893	0.135807
-49.603893	-0.433058
-49.595893	-0.074465
-49.587893	0.735496
-49.579893	-0.092776
-49.571893	0.308847
-49.563893	0.797449
-49.555893	-0.340281
-49.547893	0.519120
-49.539893	0.574969
-49.531893	-0.661641
-49.523893	0.024720
-49.515893	-0.111393
-49.507893	-0.365001
-49.499893	0.271920
-49.491893	-0.123905
-49.483893	0.061647
-49.475893	0.241096
-49.467893	0.364696
-49.459893	0.296640
-49.451893	-0.340281
-49.443893	0.036927
-49.435893	0.271920
-49.427893	-0.037233
-49.419893	-0.253609
-49.411893	-0.074465
-49.403893	0.209967
-49.395893	0.092471
-49.387893	-0.173345
-49.379893	0.117191
-49.371893	-0.031129
-49.363893	0.302744
-49.355893	-0.173345
-49.347893	-0.234992
-49.339893	0.160527
-49.331893	-0.204169
-49.323893	0.018311
-49.315893	0.024720
-49.307893	0.209967
-49.299893	0.179144
-49.291893	0.302744
-49.283893	-0.309152
-49.275893	0.290536
-49.267893	0.092471
-49.259893	-0.043336
-49.251893	-0.204169
-49.243893	-0.228889
-49.235893	0.074160
-49.227893	0.426344
-49.219893	0.209967
-49.211893	-0.031129
-49.203893	-0.519425
-49.195893	-0.507218
-49.187893	-0.414441
-49.179893	0.000000
-49.171893	0.599689
-49.163893	-0.130009
-49.155893	-0.247505
-49.147893	0.562456
-49.139893	0.117191
-49.131893	0.513016
-49.123893	0.043031
-49.115893	0.148320
-49.107893	0.333567
-49.099893	-0.612201
-49.091893	0.519120
-49.083893	0.667440
-49.075893	0.154424
-49.067893	-0.816370
-49.059893	-0.278329
-49.051893	0.408032
-49.043893	0.135807
-49.035893	-0.433058
-49.027893	-0.179449
-49.019893	1.038545
-49.011893	-0.111393
-49.003893	-0.037233
-48.995893	0.302744
-48.987893	0.302744
-48.979893	-0.173345
-48.971893	-0.290841
-48.963893	0.290536
-48.955893	0.717185
-48.947893	-0.352489
-48.939893	-0.086673
-48.931893	0.111087
-48.923893	0.525224
-48.915893	0.197760
-48.907893	-0.439161
