Tempo (us) 	 Tensione (mv)


-50.010217	-0.037233
-50.002217	-0.148625
-49.994217	0.296640
-49.986217	-0.439161
-49.978217	-0.513321
-49.970217	0.061647
-49.962217	0.154424
-49.954217	-0.500809
-49.946217	-0.482498
-49.938217	-0.346385
-49.930217	0.098880
-49.922217	0.117191
-49.914217	-0.185553
-49.906217	-0.550554
-49.898217	0.049440
-49.890217	-0.160832
-49.882217	-0.160832
-49.874217	-0.130009
-49.866217	0.358592
-49.858217	-0.933866
-49.850217	-0.296945
-49.842217	0.327464
-49.834217	0.092471
-49.826217	-0.111393
-49.818217	-0.636921
-49.810217	0.006104
-49.802217	0.166631
-49.794217	-0.389721
-49.786217	-0.340281
-49.778217	0.141911
-49.770217	-0.198065
-49.762217	0.432752
-49.754217	-0.742210
-49.746217	-0.025025
-49.738217	-0.333873
-49.730217	-0.538041
-49.722217	0.234687
-49.714217	-0.068056
-49.706217	-0.414441
-49.698217	-0.080569
-49.690217	-0.538041
-49.682217	0.370800
-49.674217	-0.105289
-49.666217	-0.550554
-49.658217	0.154424
-49.650217	-0.025025
-49.642217	0.000000
-49.634217	-0.086673
-49.626217	-0.123905
-49.618217	0.259407
-49.610217	0.117191
-49.602217	-0.327769
-49.594217	-0.754417
-49.586217	-1.044954
-49.578217	0.444960
-49.570217	0.278024
-49.562217	-0.272225
-49.554217	0.630512
-49.546217	-0.272225
-49.538217	-0.074465
-49.530217	0.383313
-49.522217	-0.272225
-49.514217	-0.711081
-49.506217	-1.279946
-49.498217	-0.160832
-49.490217	0.970488
-49.482217	-1.106906
-49.474217	0.098880
-49.466217	0.265816
-49.458217	-0.228889
-49.450217	0.179144
-49.442217	-0.012513
-49.434217	-0.395825
-49.426217	-0.371105
-49.418217	-0.377209
-49.410217	0.024720
-49.402217	-0.507218
-49.394217	-0.315561
-49.386217	0.438856
-49.378217	-0.389721
-49.370217	-0.321665
-49.362217	0.346080
-49.354217	-0.426649
-49.346217	0.086367
-49.338217	0.129704
-49.330217	0.036927
-49.322217	0.247200
-49.314217	-0.544145
-49.306217	-0.290841
-49.298217	-0.006409
-49.290217	-0.031129
-49.282217	-0.401929
-49.274217	0.049440
-49.266217	-0.043336
-49.258217	0.092471
-49.250217	-0.191961
-49.242217	-0.538041
-49.234217	0.216376
-49.226217	-0.309152
-49.218217	0.197760
-49.210217	-0.191961
-49.202217	0.055544
-49.194217	-0.092776
-49.186217	0.000000
-49.178217	0.333567
-49.170217	-0.025025
-49.162217	-0.414441
-49.154217	-0.154729
-49.146217	-0.185553
-49.138217	0.043031
-49.130217	-0.210273
-49.122217	0.000000
-49.114217	0.247200
-49.106217	-0.092776
-49.098217	-0.272225
-49.090217	-0.080569
-49.082217	-0.012513
-49.074217	0.185247
-49.066217	-0.284432
-49.058217	-0.401929
-49.050217	-0.130009
-49.042217	-0.031129
-49.034217	-0.494705
-49.026217	-0.216681
-49.018217	-0.130009
-49.010217	0.166631
-49.002217	-0.043336
-48.994217	-0.519425
-48.986217	0.383313
-48.978217	-0.272225
-48.970217	-0.333873
-48.962217	-0.080569
-48.954217	-0.346385
-48.946217	0.049440
-48.938217	-0.117496
-48.930217	-0.395825
