Tempo (us) 	 Tensione (mv)


-50.013917	0.012207
-50.005917	0.055544
-49.997917	-0.148625
-49.989917	-0.278329
-49.981917	-0.099185
-49.973917	-0.130009
-49.965917	0.055544
-49.957917	-0.061953
-49.949917	0.061647
-49.941917	-0.333873
-49.933917	-0.173345
-49.925917	0.067751
-49.917917	-0.210273
-49.909917	-0.154729
-49.901917	-0.185553
-49.893917	0.197760
-49.885917	-0.216681
-49.877917	-0.136112
-49.869917	-0.303049
-49.861917	-0.284432
-49.853917	-0.006409
-49.845917	-0.018616
-49.837917	-0.123905
-49.829917	-0.092776
-49.821917	-0.259713
-49.813917	-0.538041
-49.805917	-0.136112
-49.797917	-0.284432
-49.789917	-0.099185
-49.781917	-0.272225
-49.773917	-0.272225
-49.765917	-0.266121
-49.757917	-0.179449
-49.749917	-0.463881
-49.741917	0.117191
-49.733917	0.241096
-49.725917	-0.606098
-49.717917	-0.136112
-49.709917	0.352184
-49.701917	-0.395825
-49.693917	0.216376
-49.685917	0.420240
-49.677917	-0.439161
-49.669917	-0.266121
-49.661917	0.500503
-49.653917	-0.105289
-49.645917	-0.809961
-49.637917	-0.296945
-49.629917	-0.228889
-49.621917	0.173040
-49.613917	-0.074465
-49.605917	-0.148625
-49.597917	-0.241401
-49.589917	0.290536
-49.581917	0.135807
-49.573917	-0.086673
-49.565917	-0.006409
-49.557917	0.000000
-49.549917	-0.037233
-49.541917	-0.241401
-49.533917	0.092471
-49.525917	-0.018616
-49.517917	-0.482498
-49.509917	-0.136112
-49.501917	0.123600
-49.493917	0.352184
-49.485917	-0.599994
-49.477917	-0.624714
-49.469917	0.043031
-49.461917	0.018311
-49.453917	-0.198065
-49.445917	-0.105289
-49.437917	-0.173345
-49.429917	-0.309152
-49.421917	-0.191961
-49.413917	0.036927
-49.405917	0.173040
-49.397917	-0.123905
-49.389917	-0.377209
-49.381917	0.667440
-49.373917	-0.352489
-49.365917	-0.352489
-49.357917	-0.766930
-49.349917	-0.117496
-49.341917	-0.303049
-49.333917	-0.216681
-49.325917	0.055544
-49.317917	-0.352489
-49.309917	-0.099185
-49.301917	-0.049745
-49.293917	0.080264
-49.285917	-0.018616
-49.277917	-0.408338
-49.269917	-0.433058
-49.261917	0.000000
-49.253917	-0.049745
-49.245917	-0.284432
-49.237917	-0.043336
-49.229917	-0.061953
-49.221917	-0.148625
-49.213917	-0.241401
-49.205917	-0.500809
-49.197917	-0.228889
-49.189917	0.092471
-49.181917	-0.383618
-49.173917	-0.173345
-49.165917	0.074160
-49.157917	0.123600
-49.149917	0.036927
-49.141917	-0.618305
-49.133917	-0.266121
-49.125917	-0.136112
-49.117917	-0.198065
-49.109917	0.222480
-49.101917	-0.439161
-49.093917	-0.253609
-49.085917	-0.457778
-49.077917	-0.068056
-49.069917	0.364696
-49.061917	-0.575274
-49.053917	-0.253609
-49.045917	-0.358898
-49.037917	0.043031
-49.029917	0.012207
-49.021917	-0.451369
-49.013917	-0.061953
-49.005917	0.030824
-48.997917	-0.612201
-48.989917	0.253304
-48.981917	-0.099185
-48.973917	-0.259713
-48.965917	0.241096
-48.957917	-0.204169
-48.949917	-0.012513
-48.941917	0.030824
