Tempo (us) 	 Tensione (mv)


-50.014340	0.284127
-50.006340	0.123600
-49.998340	0.228584
-49.990340	0.098880
-49.982340	0.036927
-49.974340	0.123600
-49.966340	-0.142216
-49.958340	0.030824
-49.950340	-0.025025
-49.942340	-0.266121
-49.934340	0.253304
-49.926340	0.074160
-49.918340	-0.099185
-49.910340	-0.408338
-49.902340	-0.309152
-49.894340	0.438856
-49.886340	-0.166936
-49.878340	-0.266121
-49.870340	-0.012513
-49.862340	-0.185553
-49.854340	0.092471
-49.846340	0.197760
-49.838340	-0.333873
-49.830340	-0.086673
-49.822340	-0.296945
-49.814340	-0.018616
-49.806340	0.259407
-49.798340	-0.222785
-49.790340	0.018311
-49.782340	0.117191
-49.774340	-0.074465
-49.766340	0.086367
-49.758340	0.012207
-49.750340	0.203864
-49.742340	-0.099185
-49.734340	-0.173345
-49.726340	0.197760
-49.718340	0.006104
-49.710340	-0.463881
-49.702340	-0.031129
-49.694340	-0.012513
-49.686340	-0.018616
-49.678340	0.012207
-49.670340	-0.309152
-49.662340	-0.031129
-49.654340	0.352184
-49.646340	-0.130009
-49.638340	-0.080569
-49.630340	-0.061953
-49.622340	0.444960
-49.614340	-0.296945
-49.606340	-0.210273
-49.598340	-0.401929
-49.590340	0.358592
-49.582340	-0.025025
-49.574340	0.203864
-49.566340	0.241096
-49.558340	-0.507218
-49.550340	0.482192
-49.542340	0.296640
-49.534340	0.111087
-49.526340	-0.210273
-49.518340	-0.389721
-49.510340	0.148320
-49.502340	0.438856
-49.494340	-0.160832
-49.486340	-0.185553
-49.478340	-0.210273
-49.470340	0.086367
-49.462340	0.117191
-49.454340	-0.278329
-49.446340	-0.031129
-49.438340	0.006104
-49.430340	-0.365001
-49.422340	0.018311
-49.414340	0.098880
-49.406340	-0.117496
-49.398340	0.253304
-49.390340	-0.130009
-49.382340	-0.080569
-49.374340	0.055544
-49.366340	0.154424
-49.358340	-0.117496
-49.350340	0.018311
-49.342340	0.092471
-49.334340	0.222480
-49.326340	-0.185553
-49.318340	-0.111393
-49.310340	-0.031129
-49.302340	0.191656
-49.294340	-0.130009
-49.286340	-0.031129
-49.278340	0.098880
-49.270340	0.370800
-49.262340	-0.333873
-49.254340	0.098880
-49.246340	-0.130009
-49.238340	-0.340281
-49.230340	0.247200
-49.222340	0.080264
-49.214340	-0.303049
-49.206340	-0.049745
-49.198340	-0.012513
-49.190340	0.117191
-49.182340	0.160527
-49.174340	-0.439161
-49.166340	-0.025025
-49.158340	-0.037233
-49.150340	0.408032
-49.142340	-0.099185
-49.134340	0.018311
-49.126340	-0.130009
-49.118340	0.148320
-49.110340	0.104984
-49.102340	0.061647
-49.094340	0.061647
-49.086340	-0.142216
-49.078340	0.036927
-49.070340	-0.198065
-49.062340	0.185247
-49.054340	-0.043336
-49.046340	-0.377209
-49.038340	0.710776
-49.030340	-0.408338
-49.022340	-0.123905
-49.014340	-0.340281
-49.006340	-0.068056
-48.998340	0.414136
-48.990340	-0.296945
-48.982340	-0.086673
-48.974340	0.135807
-48.966340	0.000000
-48.958340	0.061647
-48.950340	-0.333873
-48.942340	0.104984
-48.934340	0.401624
-48.926340	-0.365001
