Tempo (us) 	 Tensione (mv)


-50.013275	-0.270400
-50.005275	-0.148300
-49.997275	-0.075100
-49.989275	-0.172700
-49.981275	-0.423000
-49.973275	-0.569500
-49.965275	-0.246000
-49.957275	0.517000
-49.949275	-0.172700
-49.941275	-0.471800
-49.933275	-0.075100
-49.925275	-0.398600
-49.917275	-0.246000
-49.909275	0.022600
-49.901275	-0.026200
-49.893275	0.126300
-49.885275	-0.667100
-49.877275	-0.520600
-49.869275	0.071400
-49.861275	-0.423000
-49.853275	-0.221600
-49.845275	0.095800
-49.837275	-0.246000
-49.829275	-0.148300
-49.821275	0.248400
-49.813275	-0.050700
-49.805275	0.199600
-49.797275	-0.545100
-49.789275	-0.545100
-49.781275	-0.294800
-49.773275	-0.294800
-49.765275	-0.172700
-49.757275	-0.001800
-49.749275	-0.447400
-49.741275	0.071400
-49.733275	-0.026200
-49.725275	-0.569500
-49.717275	-0.050700
-49.709275	-0.349700
-49.701275	-0.246000
-49.693275	-0.398600
-49.685275	-0.520600
-49.677275	0.126300
-49.669275	-0.246000
-49.661275	-0.770900
-49.653275	-0.050700
-49.645275	-0.246000
-49.637275	-0.294800
-49.629275	-0.667100
-49.621275	-0.593900
-49.613275	-0.246000
-49.605275	0.071400
-49.597275	-0.917400
-49.589275	-0.148300
-49.581275	-0.123900
-49.573275	-0.197100
-49.565275	0.047000
-49.557275	-0.398600
-49.549275	0.571900
-49.541275	-0.740400
-49.533275	-0.593900
-49.525275	0.443700
-49.517275	0.047000
-49.509275	-0.246000
-49.501275	-0.349700
-49.493275	0.370500
-49.485275	-0.197100
-49.477275	-0.001800
-49.469275	-0.496200
-49.461275	0.047000
-49.453275	-0.398600
-49.445275	-0.026200
-49.437275	0.517000
-49.429275	-0.148300
-49.421275	0.224000
-49.413275	-0.770900
-49.405275	0.468100
-49.397275	1.041900
-49.389275	-0.270400
-49.381275	0.346100
-49.373275	-0.246000
-49.365275	0.272800
-49.357275	-1.015100
-49.349275	-0.148300
-49.341275	0.321700
-49.333275	-0.819700
-49.325275	-0.471800
-49.317275	-0.001800
-49.309275	-0.075100
-49.301275	0.816100
-49.293275	0.095800
-49.285275	-0.642700
-49.277275	0.150800
-49.269275	0.095800
-49.261275	-0.374200
-49.253275	-0.691600
-49.245275	-0.099500
-49.237275	-0.246000
-49.229275	-1.112700
-49.221275	0.370500
-49.213275	0.095800
-49.205275	0.126300
-49.197275	-0.026200
-49.189275	0.022600
-49.181275	-0.123900
-49.173275	-0.496200
-49.165275	-0.050700
-49.157275	-0.075100
-49.149275	0.175200
-49.141275	0.224000
-49.133275	0.272800
-49.125275	-0.197100
-49.117275	-0.691600
-49.109275	-0.471800
-49.101275	-0.520600
-49.093275	0.175200
-49.085275	0.492600
-49.077275	0.596300
-49.069275	-0.099500
-49.061275	-0.716000
-49.053275	-0.349700
-49.045275	0.126300
-49.037275	-0.569500
-49.029275	-0.716000
-49.021275	0.321700
-49.013275	-0.740400
-49.005275	-0.172700
-48.997275	-0.569500
-48.989275	-0.667100
-48.981275	0.791700
-48.973275	-0.593900
-48.965275	-0.197100
-48.957275	0.248400
-48.949275	-0.374200
-48.941275	0.175200
-48.933275	-0.172700
