Tempo (us) 	 Tensione (mv)


-50.012357	-0.130000
-50.004357	-0.081200
-49.996357	-0.349700
-49.988357	0.193500
-49.980357	-0.203300
-49.972357	0.193500
-49.964357	0.193500
-49.956357	-0.032300
-49.948357	-0.819700
-49.940357	-0.453500
-49.932357	0.663500
-49.924357	-0.300900
-49.916357	-0.001800
-49.908357	-0.178800
-49.900357	-0.178800
-49.892357	0.022600
-49.884357	0.071400
-49.876357	-0.502300
-49.868357	-0.374200
-49.860357	-0.551200
-49.852357	0.095800
-49.844357	-0.673200
-49.836357	-1.344700
-49.828357	0.095800
-49.820357	-0.722100
-49.812357	-0.130000
-49.804357	0.443700
-49.796357	-0.502300
-49.788357	0.315600
-49.780357	-0.673200
-49.772357	0.340000
-49.764357	-0.575600
-49.756357	-0.673200
-49.748357	0.071400
-49.740357	-0.453500
-49.732357	0.120200
-49.724357	-0.227700
-49.716357	-0.130000
-49.708357	-0.575600
-49.700357	0.443700
-49.692357	-0.477900
-49.684357	0.340000
-49.676357	-0.722100
-49.668357	-0.325300
-49.660357	-0.105600
-49.652357	-0.178800
-49.644357	-0.325300
-49.636357	-0.819700
-49.628357	0.120200
-49.620357	0.047000
-49.612357	0.413200
-49.604357	-0.423000
-49.596357	-0.575600
-49.588357	-0.178800
-49.580357	0.266700
-49.572357	0.388800
-49.564357	-0.252100
-49.556357	-0.130000
-49.548357	-0.526800
-49.540357	0.388800
-49.532357	0.120200
-49.524357	-0.276500
-49.516357	0.266700
-49.508357	0.193500
-49.500357	-0.398600
-49.492357	0.291200
-49.484357	-0.349700
-49.476357	-0.252100
-49.468357	0.242300
-49.460357	-0.105600
-49.452357	-0.374200
-49.444357	0.364400
-49.436357	-0.722100
-49.428357	-0.032300
-49.420357	0.022600
-49.412357	0.517000
-49.404357	-0.526800
-49.396357	-0.300900
-49.388357	-0.203300
-49.380357	0.217900
-49.372357	0.169100
-49.364357	-0.001800
-49.356357	-0.423000
-49.348357	-0.178800
-49.340357	-0.081200
-49.332357	-0.001800
-49.324357	-0.056800
-49.316357	-0.300900
-49.308357	0.193500
-49.300357	0.315600
-49.292357	-0.178800
-49.284357	0.047000
-49.276357	-0.899100
-49.268357	0.291200
-49.260357	-0.300900
-49.252357	0.144700
-49.244357	-0.624400
-49.236357	-0.056800
-49.228357	0.217900
-49.220357	0.340000
-49.212357	-0.398600
-49.204357	-0.996700
-49.196357	-0.252100
-49.188357	-0.203300
-49.180357	-0.502300
-49.172357	-0.697700
-49.164357	0.858800
-49.156357	0.169100
-49.148357	0.517000
-49.140357	0.761100
-49.132357	0.047000
-49.124357	-0.868600
-49.116357	1.011400
-49.108357	-0.349700
-49.100357	-0.423000
-49.092357	-0.624400
-49.084357	-0.697700
-49.076357	0.291200
-49.068357	-0.575600
-49.060357	-0.502300
-49.052357	0.095800
-49.044357	-0.624400
-49.036357	0.120200
-49.028357	-0.056800
-49.020357	0.022600
-49.012357	-0.081200
-49.004357	-0.770900
-48.996357	-0.227700
-48.988357	-0.374200
-48.980357	-0.398600
-48.972357	-0.203300
-48.964357	-0.081200
-48.956357	-0.056800
-48.948357	0.047000
-48.940357	-0.819700
-48.932357	-0.276500
