Tempo (us) 	 Tensione (mv)


-50.015203	-0.300900
-50.007203	-0.374200
-49.999203	-0.252100
-49.991203	0.047000
-49.983203	-0.130000
-49.975203	-0.227700
-49.967203	-0.923500
-49.959203	0.785500
-49.951203	-0.795300
-49.943203	-0.130000
-49.935203	-0.453500
-49.927203	-0.178800
-49.919203	-0.325300
-49.911203	-0.252100
-49.903203	-0.600000
-49.895203	-0.276500
-49.887203	0.169100
-49.879203	-0.453500
-49.871203	-0.001800
-49.863203	0.388800
-49.855203	-0.526800
-49.847203	-0.746500
-49.839203	-0.300900
-49.831203	-0.081200
-49.823203	0.169100
-49.815203	-0.648800
-49.807203	-0.325300
-49.799203	-0.203300
-49.791203	-0.398600
-49.783203	-0.130000
-49.775203	-0.154400
-49.767203	-0.203300
-49.759203	-0.423000
-49.751203	-0.398600
-49.743203	-0.374200
-49.735203	-0.081200
-49.727203	-0.001800
-49.719203	-0.056800
-49.711203	-0.972300
-49.703203	-0.349700
-49.695203	-0.374200
-49.687203	0.022600
-49.679203	-0.178800
-49.671203	-0.203300
-49.663203	-0.227700
-49.655203	-0.349700
-49.647203	-0.300900
-49.639203	-0.477900
-49.631203	0.022600
-49.623203	0.022600
-49.615203	-0.203300
-49.607203	-0.001800
-49.599203	-0.453500
-49.591203	-0.252100
-49.583203	-0.203300
-49.575203	-0.154400
-49.567203	-0.398600
-49.559203	0.614600
-49.551203	-0.770900
-49.543203	-0.154400
-49.535203	-0.697700
-49.527203	0.217900
-49.519203	-0.673200
-49.511203	0.663500
-49.503203	0.144700
-49.495203	-1.143200
-49.487203	-0.349700
-49.479203	-0.502300
-49.471203	-0.227700
-49.463203	-0.477900
-49.455203	-0.227700
-49.447203	-0.502300
-49.439203	-0.252100
-49.431203	-0.551200
-49.423203	-0.105600
-49.415203	0.614600
-49.407203	-0.374200
-49.399203	-0.154400
-49.391203	-0.844100
-49.383203	-0.526800
-49.375203	0.169100
-49.367203	-0.996700
-49.359203	-0.130000
-49.351203	0.541400
-49.343203	-0.423000
-49.335203	-0.398600
-49.327203	0.022600
-49.319203	-0.154400
-49.311203	0.120200
-49.303203	-0.001800
-49.295203	0.217900
-49.287203	0.217900
-49.279203	-0.673200
-49.271203	0.193500
-49.263203	-0.551200
-49.255203	-0.032300
-49.247203	-0.154400
-49.239203	-0.477900
-49.231203	0.761100
-49.223203	-1.442300
-49.215203	-0.325300
-49.207203	-0.227700
-49.199203	-0.252100
-49.191203	-0.600000
-49.183203	0.144700
-49.175203	-0.325300
-49.167203	-0.722100
-49.159203	-0.154400
-49.151203	-0.722100
-49.143203	-0.276500
-49.135203	-0.349700
-49.127203	0.413200
-49.119203	-0.276500
-49.111203	-0.526800
-49.103203	-0.178800
-49.095203	-0.648800
-49.087203	-0.423000
-49.079203	-0.252100
-49.071203	-0.624400
-49.063203	-0.423000
-49.055203	-0.722100
-49.047203	-0.001800
-49.039203	-0.227700
-49.031203	-0.081200
-49.023203	-0.398600
-49.015203	-0.105600
-49.007203	0.095800
-48.999203	-0.349700
-48.991203	-0.423000
-48.983203	-0.600000
-48.975203	-0.203300
-48.967203	0.193500
-48.959203	0.193500
-48.951203	-0.722100
