Tempo (us) 	 Tensione (mv)


-50.011129	0.022600
-50.003129	0.791700
-49.995129	-0.496200
-49.987129	-0.398600
-49.979129	-0.172700
-49.971129	-0.423000
-49.963129	-0.374200
-49.955129	-0.099500
-49.947129	-0.172700
-49.939129	0.742800
-49.931129	-0.667100
-49.923129	0.150800
-49.915129	0.547500
-49.907129	0.272800
-49.899129	-0.398600
-49.891129	-0.075100
-49.883129	0.047000
-49.875129	0.596300
-49.867129	-0.917400
-49.859129	-0.075100
-49.851129	-0.374200
-49.843129	-0.770900
-49.835129	-0.319200
-49.827129	0.248400
-49.819129	0.248400
-49.811129	-0.795300
-49.803129	-0.819700
-49.795129	0.199600
-49.787129	-0.123900
-49.779129	-0.966200
-49.771129	0.547500
-49.763129	-0.172700
-49.755129	-0.374200
-49.747129	-0.099500
-49.739129	-0.691600
-49.731129	0.346100
-49.723129	-0.423000
-49.715129	-0.447400
-49.707129	-0.221600
-49.699129	-0.716000
-49.691129	-0.099500
-49.683129	-0.099500
-49.675129	-0.569500
-49.667129	0.571900
-49.659129	-0.270400
-49.651129	0.095800
-49.643129	0.071400
-49.635129	-0.990600
-49.627129	0.370500
-49.619129	-0.398600
-49.611129	-0.050700
-49.603129	0.321700
-49.595129	-0.026200
-49.587129	-0.270400
-49.579129	-0.026200
-49.571129	-0.294800
-49.563129	0.272800
-49.555129	-0.026200
-49.547129	-0.270400
-49.539129	0.071400
-49.531129	-0.349700
-49.523129	0.321700
-49.515129	-0.050700
-49.507129	-0.374200
-49.499129	-0.246000
-49.491129	0.547500
-49.483129	-0.050700
-49.475129	0.492600
-49.467129	0.126300
-49.459129	-0.740400
-49.451129	0.492600
-49.443129	-0.319200
-49.435129	-0.001800
-49.427129	-0.716000
-49.419129	0.175200
-49.411129	-0.148300
-49.403129	-0.197100
-49.395129	0.468100
-49.387129	0.272800
-49.379129	-0.172700
-49.371129	-0.026200
-49.363129	0.370500
-49.355129	-0.221600
-49.347129	-0.246000
-49.339129	-0.294800
-49.331129	0.419300
-49.323129	0.047000
-49.315129	-0.398600
-49.307129	0.071400
-49.299129	-0.270400
-49.291129	-0.001800
-49.283129	0.095800
-49.275129	-0.294800
-49.267129	0.047000
-49.259129	-0.716000
-49.251129	0.248400
-49.243129	-0.691600
-49.235129	-0.001800
-49.227129	-0.593900
-49.219129	-0.221600
-49.211129	-0.294800
-49.203129	0.022600
-49.195129	-0.520600
-49.187129	-0.740400
-49.179129	-0.374200
-49.171129	0.443700
-49.163129	-0.099500
-49.155129	-0.447400
-49.147129	-0.398600
-49.139129	-0.221600
-49.131129	0.620700
-49.123129	0.022600
-49.115129	-0.148300
-49.107129	-0.197100
-49.099129	-0.050700
-49.091129	-0.099500
-49.083129	-0.075100
-49.075129	-0.001800
-49.067129	-0.294800
-49.059129	0.346100
-49.051129	-0.172700
-49.043129	-0.050700
-49.035129	0.596300
-49.027129	-0.123900
-49.019129	-0.447400
-49.011129	-0.471800
-49.003129	-0.246000
-48.995129	-0.569500
-48.987129	-0.545100
-48.979129	0.248400
-48.971129	0.150800
-48.963129	-0.050700
-48.955129	0.742800
-48.947129	-0.593900
-48.939129	0.517000
-48.931129	0.297200
