Tempo (us) 	 Tensione (mv)


-50.009349	-0.795300
-50.001349	0.297200
-49.993349	-0.520600
-49.985349	0.022600
-49.977349	-0.349700
-49.969349	-0.520600
-49.961349	-0.246000
-49.953349	-0.398600
-49.945349	0.468100
-49.937349	0.370500
-49.929349	-0.471800
-49.921349	-0.423000
-49.913349	0.126300
-49.905349	0.150800
-49.897349	0.022600
-49.889349	-0.246000
-49.881349	-0.221600
-49.873349	0.443700
-49.865349	-1.637600
-49.857349	-0.270400
-49.849349	-0.123900
-49.841349	0.095800
-49.833349	-0.398600
-49.825349	-0.496200
-49.817349	0.468100
-49.809349	-0.398600
-49.801349	-0.569500
-49.793349	-0.496200
-49.785349	0.547500
-49.777349	0.419300
-49.769349	-0.423000
-49.761349	-0.593900
-49.753349	0.248400
-49.745349	-0.496200
-49.737349	-1.265300
-49.729349	-0.075100
-49.721349	0.126300
-49.713349	-1.063900
-49.705349	-0.294800
-49.697349	-0.099500
-49.689349	-0.319200
-49.681349	-0.319200
-49.673349	-0.447400
-49.665349	0.175200
-49.657349	0.071400
-49.649349	-0.716000
-49.641349	-0.246000
-49.633349	-0.667100
-49.625349	-0.349700
-49.617349	0.443700
-49.609349	-0.398600
-49.601349	0.047000
-49.593349	-0.716000
-49.585349	0.596300
-49.577349	0.095800
-49.569349	0.321700
-49.561349	0.248400
-49.553349	0.126300
-49.545349	-0.496200
-49.537349	0.047000
-49.529349	-0.148300
-49.521349	-1.039500
-49.513349	-0.172700
-49.505349	-0.740400
-49.497349	-0.123900
-49.489349	-0.398600
-49.481349	0.224000
-49.473349	0.443700
-49.465349	-0.569500
-49.457349	-0.545100
-49.449349	-0.221600
-49.441349	-0.642700
-49.433349	0.199600
-49.425349	-0.319200
-49.417349	-0.270400
-49.409349	0.394900
-49.401349	0.175200
-49.393349	-0.520600
-49.385349	-0.270400
-49.377349	-0.447400
-49.369349	-0.447400
-49.361349	-0.545100
-49.353349	-0.294800
-49.345349	0.321700
-49.337349	0.095800
-49.329349	-0.050700
-49.321349	-0.374200
-49.313349	-0.123900
-49.305349	0.370500
-49.297349	-0.795300
-49.289349	0.199600
-49.281349	-0.966200
-49.273349	-0.770900
-49.265349	-0.099500
-49.257349	0.370500
-49.249349	-0.423000
-49.241349	-0.123900
-49.233349	-0.221600
-49.225349	0.596300
-49.217349	-0.197100
-49.209349	-0.319200
-49.201349	-0.770900
-49.193349	-0.520600
-49.185349	0.321700
-49.177349	0.047000
-49.169349	-0.001800
-49.161349	0.022600
-49.153349	-0.545100
-49.145349	0.370500
-49.137349	-0.099500
-49.129349	0.047000
-49.121349	-0.050700
-49.113349	-0.447400
-49.105349	-0.294800
-49.097349	-0.398600
-49.089349	-0.770900
-49.081349	-0.319200
-49.073349	0.175200
-49.065349	-0.099500
-49.057349	-0.221600
-49.049349	-0.246000
-49.041349	-0.471800
-49.033349	-0.294800
-49.025349	0.596300
-49.017349	0.248400
-49.009349	0.346100
-49.001349	-0.520600
-48.993349	-0.197100
-48.985349	0.150800
-48.977349	0.742800
-48.969349	-0.172700
-48.961349	-0.917400
-48.953349	-0.569500
-48.945349	-0.050700
-48.937349	0.321700
-48.929349	-0.319200
