Tempo (us) 	 Tensione (mv)


-50.013899	-0.593900
-50.005899	-0.569500
-49.997899	-0.148300
-49.989899	-0.270400
-49.981899	-0.221600
-49.973899	-0.569500
-49.965899	0.272800
-49.957899	0.248400
-49.949899	0.346100
-49.941899	-0.294800
-49.933899	-0.398600
-49.925899	-0.667100
-49.917899	-0.026200
-49.909899	0.022600
-49.901899	-0.075100
-49.893899	-0.172700
-49.885899	0.248400
-49.877899	-0.270400
-49.869899	0.840500
-49.861899	0.596300
-49.853899	-0.270400
-49.845899	-0.270400
-49.837899	0.248400
-49.829899	-0.221600
-49.821899	-0.221600
-49.813899	-0.691600
-49.805899	0.047000
-49.797899	0.150800
-49.789899	-0.618300
-49.781899	-0.990600
-49.773899	-0.667100
-49.765899	-0.099500
-49.757899	-0.001800
-49.749899	-0.148300
-49.741899	0.272800
-49.733899	-0.172700
-49.725899	-0.770900
-49.717899	-0.520600
-49.709899	0.095800
-49.701899	-0.819700
-49.693899	-0.075100
-49.685899	-0.447400
-49.677899	0.199600
-49.669899	0.517000
-49.661899	-0.642700
-49.653899	-0.569500
-49.645899	-0.447400
-49.637899	0.047000
-49.629899	-0.246000
-49.621899	0.175200
-49.613899	0.547500
-49.605899	0.199600
-49.597899	-0.917400
-49.589899	0.224000
-49.581899	-0.520600
-49.573899	0.370500
-49.565899	-0.740400
-49.557899	-0.050700
-49.549899	-0.270400
-49.541899	-0.795300
-49.533899	0.492600
-49.525899	-0.099500
-49.517899	0.199600
-49.509899	-0.398600
-49.501899	-0.667100
-49.493899	-0.221600
-49.485899	-0.349700
-49.477899	-0.148300
-49.469899	-0.795300
-49.461899	0.150800
-49.453899	-0.123900
-49.445899	-0.819700
-49.437899	-0.050700
-49.429899	0.022600
-49.421899	-0.471800
-49.413899	0.175200
-49.405899	0.596300
-49.397899	-0.496200
-49.389899	-0.471800
-49.381899	0.370500
-49.373899	-0.545100
-49.365899	0.272800
-49.357899	0.150800
-49.349899	-1.039500
-49.341899	0.095800
-49.333899	-0.221600
-49.325899	0.620700
-49.317899	0.022600
-49.309899	-0.319200
-49.301899	-0.099500
-49.293899	-0.050700
-49.285899	0.394900
-49.277899	-0.471800
-49.269899	0.517000
-49.261899	-0.374200
-49.253899	0.419300
-49.245899	-0.197100
-49.237899	-0.172700
-49.229899	0.297200
-49.221899	-0.246000
-49.213899	-0.294800
-49.205899	-0.197100
-49.197899	-0.819700
-49.189899	-0.148300
-49.181899	-0.123900
-49.173899	-0.148300
-49.165899	-0.148300
-49.157899	-0.667100
-49.149899	-0.423000
-49.141899	0.297200
-49.133899	-0.349700
-49.125899	-0.294800
-49.117899	-0.496200
-49.109899	-0.123900
-49.101899	0.321700
-49.093899	-0.520600
-49.085899	-0.374200
-49.077899	-0.294800
-49.069899	-0.319200
-49.061899	0.071400
-49.053899	-1.216500
-49.045899	-0.099500
-49.037899	-0.319200
-49.029899	-0.349700
-49.021899	-0.447400
-49.013899	-0.099500
-49.005899	0.022600
-48.997899	0.071400
-48.989899	-0.148300
-48.981899	0.620700
-48.973899	-0.990600
-48.965899	-0.197100
-48.957899	0.175200
-48.949899	-0.740400
-48.941899	-0.294800
-48.933899	0.095800
