Tempo (us) 	 Tensione (mv)


-50.011869	0.169100
-50.003869	-0.349700
-49.995869	-0.154400
-49.987869	-0.697700
-49.979869	-0.154400
-49.971869	0.047000
-49.963869	0.388800
-49.955869	-0.178800
-49.947869	0.242300
-49.939869	-0.899100
-49.931869	0.144700
-49.923869	-0.648800
-49.915869	-0.795300
-49.907869	-0.001800
-49.899869	-0.844100
-49.891869	0.071400
-49.883869	-0.398600
-49.875869	-0.575600
-49.867869	-0.056800
-49.859869	-0.844100
-49.851869	-0.300900
-49.843869	0.565800
-49.835869	-0.477900
-49.827869	-0.746500
-49.819869	-0.795300
-49.811869	0.242300
-49.803869	0.071400
-49.795869	-0.923500
-49.787869	-0.423000
-49.779869	-0.252100
-49.771869	-0.001800
-49.763869	0.291200
-49.755869	-0.996700
-49.747869	0.217900
-49.739869	0.340000
-49.731869	-0.575600
-49.723869	-0.130000
-49.715869	0.193500
-49.707869	-0.105600
-49.699869	0.242300
-49.691869	-0.154400
-49.683869	-0.001800
-49.675869	-0.252100
-49.667869	0.022600
-49.659869	0.492600
-49.651869	-0.477900
-49.643869	0.144700
-49.635869	-0.624400
-49.627869	0.517000
-49.619869	-0.105600
-49.611869	0.712300
-49.603869	-0.423000
-49.595869	-0.648800
-49.587869	-0.032300
-49.579869	0.095800
-49.571869	0.217900
-49.563869	-0.300900
-49.555869	-0.349700
-49.547869	-0.722100
-49.539869	-0.178800
-49.531869	-0.203300
-49.523869	-0.575600
-49.515869	-0.600000
-49.507869	-0.130000
-49.499869	-0.697700
-49.491869	-0.526800
-49.483869	-0.624400
-49.475869	-0.178800
-49.467869	-0.203300
-49.459869	0.071400
-49.451869	-0.423000
-49.443869	-0.032300
-49.435869	-0.551200
-49.427869	-1.021100
-49.419869	0.047000
-49.411869	-0.575600
-49.403869	-1.094400
-49.395869	-0.600000
-49.387869	-0.227700
-49.379869	0.120200
-49.371869	0.492600
-49.363869	-0.673200
-49.355869	-0.600000
-49.347869	0.022600
-49.339869	-0.032300
-49.331869	-0.770900
-49.323869	-0.575600
-49.315869	-0.477900
-49.307869	-0.203300
-49.299869	-0.056800
-49.291869	-0.972300
-49.283869	0.468100
-49.275869	0.047000
-49.267869	-0.697700
-49.259869	-0.575600
-49.251869	-0.453500
-49.243869	-0.203300
-49.235869	-0.770900
-49.227869	-0.325300
-49.219869	-0.081200
-49.211869	-0.252100
-49.203869	0.120200
-49.195869	-0.300900
-49.187869	-0.227700
-49.179869	-0.032300
-49.171869	-0.423000
-49.163869	0.022600
-49.155869	-0.154400
-49.147869	0.022600
-49.139869	-0.453500
-49.131869	-0.227700
-49.123869	-0.178800
-49.115869	-0.056800
-49.107869	-0.624400
-49.099869	-0.325300
-49.091869	-0.081200
-49.083869	-0.276500
-49.075869	-0.252100
-49.067869	0.169100
-49.059869	-1.045600
-49.051869	-0.032300
-49.043869	-0.551200
-49.035869	0.047000
-49.027869	0.193500
-49.019869	-0.868600
-49.011869	-0.899100
-49.003869	0.095800
-48.995869	-0.154400
-48.987869	-0.996700
-48.979869	-0.453500
-48.971869	0.047000
-48.963869	-0.844100
-48.955869	-0.374200
-48.947869	-0.300900
-48.939869	-0.252100
