Tempo (us) 	 Tensione (mv)


-50.012205	-0.276500
-50.004205	0.022600
-49.996205	-0.923500
-49.988205	0.120200
-49.980205	-0.276500
-49.972205	-0.374200
-49.964205	0.938100
-49.956205	-0.056800
-49.948205	-0.056800
-49.940205	-0.081200
-49.932205	-0.374200
-49.924205	-0.349700
-49.916205	-0.819700
-49.908205	-0.300900
-49.900205	-0.453500
-49.892205	-0.130000
-49.884205	-0.551200
-49.876205	-0.203300
-49.868205	0.022600
-49.860205	-0.502300
-49.852205	-0.154400
-49.844205	0.242300
-49.836205	0.022600
-49.828205	-0.947900
-49.820205	0.388800
-49.812205	-0.899100
-49.804205	-0.899100
-49.796205	0.413200
-49.788205	-0.227700
-49.780205	-0.770900
-49.772205	0.266700
-49.764205	-0.477900
-49.756205	-0.325300
-49.748205	-0.227700
-49.740205	0.193500
-49.732205	-0.722100
-49.724205	-0.795300
-49.716205	-0.105600
-49.708205	0.193500
-49.700205	0.144700
-49.692205	-0.252100
-49.684205	0.266700
-49.676205	-0.551200
-49.668205	-0.374200
-49.660205	-0.105600
-49.652205	-0.032300
-49.644205	-0.105600
-49.636205	-0.178800
-49.628205	-0.276500
-49.620205	0.364400
-49.612205	-0.746500
-49.604205	0.144700
-49.596205	-0.105600
-49.588205	-0.178800
-49.580205	-0.374200
-49.572205	-0.178800
-49.564205	-0.349700
-49.556205	-0.032300
-49.548205	-0.477900
-49.540205	-0.453500
-49.532205	0.413200
-49.524205	-0.600000
-49.516205	0.071400
-49.508205	0.266700
-49.500205	-0.453500
-49.492205	0.217900
-49.484205	-0.325300
-49.476205	-0.526800
-49.468205	0.022600
-49.460205	-0.276500
-49.452205	-0.252100
-49.444205	-0.502300
-49.436205	-0.081200
-49.428205	-0.477900
-49.420205	-0.398600
-49.412205	0.169100
-49.404205	-0.130000
-49.396205	-0.624400
-49.388205	-0.105600
-49.380205	-0.349700
-49.372205	-0.374200
-49.364205	-0.130000
-49.356205	-0.349700
-49.348205	-0.423000
-49.340205	-0.227700
-49.332205	-0.673200
-49.324205	0.169100
-49.316205	-0.624400
-49.308205	0.071400
-49.300205	0.217900
-49.292205	-0.600000
-49.284205	0.266700
-49.276205	-0.130000
-49.268205	-0.325300
-49.260205	-0.600000
-49.252205	-0.154400
-49.244205	0.364400
-49.236205	-0.056800
-49.228205	0.144700
-49.220205	-0.923500
-49.212205	0.144700
-49.204205	-0.453500
-49.196205	-0.227700
-49.188205	-0.105600
-49.180205	-0.648800
-49.172205	-0.453500
-49.164205	-0.203300
-49.156205	-0.325300
-49.148205	0.047000
-49.140205	-0.477900
-49.132205	-0.551200
-49.124205	-0.276500
-49.116205	-0.947900
-49.108205	-0.227700
-49.100205	0.022600
-49.092205	0.144700
-49.084205	0.266700
-49.076205	-0.325300
-49.068205	-0.502300
-49.060205	-0.325300
-49.052205	-0.844100
-49.044205	-0.526800
-49.036205	-0.154400
-49.028205	-0.276500
-49.020205	-0.624400
-49.012205	0.022600
-49.004205	-0.252100
-48.996205	-0.154400
-48.988205	-1.936700
-48.980205	0.266700
-48.972205	0.022600
-48.964205	0.047000
-48.956205	-0.105600
-48.948205	-0.325300
-48.940205	0.413200
