Tempo (us) 	 Tensione (mv)


-50.010078	0.413200
-50.002078	-0.325300
-49.994078	0.047000
-49.986078	0.443700
-49.978078	-0.374200
-49.970078	-0.105600
-49.962078	-0.001800
-49.954078	0.517000
-49.946078	0.315600
-49.938078	0.364400
-49.930078	0.492600
-49.922078	1.060200
-49.914078	-0.398600
-49.906078	-0.178800
-49.898078	-0.032300
-49.890078	-0.398600
-49.882078	-0.178800
-49.874078	0.120200
-49.866078	-0.105600
-49.858078	0.687900
-49.850078	0.565800
-49.842078	0.388800
-49.834078	0.443700
-49.826078	-0.374200
-49.818078	-0.526800
-49.810078	0.517000
-49.802078	-0.575600
-49.794078	-1.021100
-49.786078	0.291200
-49.778078	0.291200
-49.770078	0.071400
-49.762078	-0.844100
-49.754078	0.590200
-49.746078	0.071400
-49.738078	0.193500
-49.730078	-0.032300
-49.722078	0.022600
-49.714078	0.858800
-49.706078	-0.349700
-49.698078	-0.844100
-49.690078	0.217900
-49.682078	0.315600
-49.674078	-0.923500
-49.666078	-0.624400
-49.658078	-0.154400
-49.650078	0.291200
-49.642078	0.144700
-49.634078	-1.143200
-49.626078	0.266700
-49.618078	-0.056800
-49.610078	-0.349700
-49.602078	0.217900
-49.594078	-0.032300
-49.586078	-0.203300
-49.578078	0.071400
-49.570078	-0.600000
-49.562078	0.541400
-49.554078	-0.105600
-49.546078	-0.154400
-49.538078	-0.252100
-49.530078	-0.032300
-49.522078	0.590200
-49.514078	-0.770900
-49.506078	0.443700
-49.498078	-0.477900
-49.490078	-0.575600
-49.482078	-0.178800
-49.474078	0.590200
-49.466078	-0.056800
-49.458078	0.242300
-49.450078	-0.227700
-49.442078	-0.001800
-49.434078	0.388800
-49.426078	0.242300
-49.418078	-0.130000
-49.410078	0.266700
-49.402078	-0.130000
-49.394078	0.169100
-49.386078	-0.477900
-49.378078	0.388800
-49.370078	-0.203300
-49.362078	0.443700
-49.354078	-0.056800
-49.346078	-0.081200
-49.338078	0.340000
-49.330078	0.120200
-49.322078	-0.154400
-49.314078	0.340000
-49.306078	0.169100
-49.298078	-0.154400
-49.290078	-0.056800
-49.282078	-0.252100
-49.274078	0.266700
-49.266078	0.315600
-49.258078	0.687900
-49.250078	0.492600
-49.242078	0.193500
-49.234078	-0.178800
-49.226078	-0.001800
-49.218078	-0.624400
-49.210078	0.242300
-49.202078	-0.154400
-49.194078	-0.056800
-49.186078	-0.105600
-49.178078	0.022600
-49.170078	-0.300900
-49.162078	-0.252100
-49.154078	0.541400
-49.146078	0.120200
-49.138078	-0.154400
-49.130078	-0.697700
-49.122078	0.242300
-49.114078	-0.178800
-49.106078	0.590200
-49.098078	0.120200
-49.090078	-0.227700
-49.082078	0.120200
-49.074078	-0.105600
-49.066078	-0.154400
-49.058078	-0.252100
-49.050078	0.291200
-49.042078	0.242300
-49.034078	0.443700
-49.026078	-0.477900
-49.018078	-0.032300
-49.010078	-0.972300
-49.002078	0.340000
-48.994078	0.242300
-48.986078	-0.844100
-48.978078	-0.032300
-48.970078	-0.001800
-48.962078	-0.227700
-48.954078	0.663500
-48.946078	-1.265300
-48.938078	0.614600
-48.930078	-0.081200
-48.922078	0.712300
-48.914078	0.761100
