#_serie    Offset 
2    0.0084984 
2    0.0081 
2    0.0086761 
2    0.010586 
2    0.010279 
2    0.010716 
2    0.0089353 
2    0.0074254 
2    0.0093006 
2    0.0070884 
2    0.0097054 
2    0.0084702 
2    0.008561 
2    0.008224 
2    0.0080208 
2    0.0094268 
2    0.0088114 
2    0.01031 
2    0.0073321 
