Coordinata x       Coordinata y     Offset 
0.79998    6.083    6.1353 
-0.61289    5.4865    5.5206 
-5.3188    -17.8794    18.6537 
-2.1667    5.7409    6.1361 
6.9266    -12.8037    14.5572 
9.8908    -1.0446    9.9458 
-2.3701    6.6308    7.0417 
9.576    -8.5993    12.8705 
-2.3531    -18.3222    18.4727 
9.0053    -11.4535    14.5698 
7.8348    0.44728    7.8475 
