Coordinata x       Coordinata y     Offset 
-2.7772    -10.9417    11.2886 
-7.1485    -7.7929    10.575 
-5.924    -8.8371    10.639 
-5.4833    -2.1662    5.8957 
-1.1099    -0.18175    1.1247 
-7.1074    -7.0395    10.0035 
1.3704    -1.5035    2.0344 
0.20513    -0.73656    0.76459 
2.293    -2.6652    3.5158 
