Nu1     A1      Nu3     A3 
17350    1295.9173     53100    1.9885      
17400    1197.3222     52300    0.8565      
17450    1647.6823     53100    1.2187      
17050    1560.3017     51200    1.1141      
17350    1178.0834     52050    1.032      
17250    1409.8763     51850    1.0619      
17350    1256.5332     53100    1.6861      
17350    1598.9371     53100    1.1419      
17450    1114.6867     51500    0.69564      
