Nu1     A1      Nu3     A3 
17240    946.9827     50960    0.26529      
16960    887.7721     51480    0.52559      
17240    805.3423     51840    0.57915      
17160    655.8074     50920    0.34455      
17280    884.8946     53080    1.4775      
17360    922.5113     53080    1.2947      
17160    869.5879     51840    0.4701      
17360    923.2706     53080    1.2574      
