Tempo (us) 	 Tensione (V)


-100.030359	-0.002039
-100.014359	-0.002771
-99.998359	0.001929
-99.982359	-0.000543
-99.966359	-0.001306
-99.950359	-0.003168
-99.934359	-0.003534
-99.918359	0.003668
-99.902359	-0.001672
-99.886359	0.000067
-99.870359	0.000067
-99.854359	0.001318
-99.838359	0.002783
-99.822359	0.002051
-99.806359	0.000677
-99.790359	-0.002039
-99.774359	-0.000177
-99.758359	-0.004144
-99.742359	-0.000421
-99.726359	-0.002649
-99.710359	-0.000421
-99.694359	-0.000543
-99.678359	0.001685
-99.662359	0.002173
-99.646359	-0.000421
-99.630359	0.002295
-99.614359	-0.000299
-99.598359	-0.000299
-99.582359	-0.002283
-99.566359	-0.001672
-99.550359	0.001807
-99.534359	-0.001672
-99.518359	0.002051
-99.502359	-0.001550
-99.486359	-0.001184
-99.470359	-0.000055
-99.454359	-0.002161
-99.438359	-0.002283
-99.422359	-0.000787
-99.406359	0.001440
-99.390359	0.000677
-99.374359	0.002173
-99.358359	-0.002771
-99.342359	-0.004511
-99.326359	-0.001672
-99.310359	-0.002283
-99.294359	-0.002283
-99.278359	-0.000177
-99.262359	0.000311
-99.246359	-0.000055
-99.230359	-0.001917
-99.214359	-0.001795
-99.198359	-0.001550
-99.182359	0.000311
-99.166359	-0.001917
-99.150359	-0.003412
-99.134359	-0.000055
-99.118359	-0.002405
-99.102359	-0.000543
-99.086359	-0.001062
-99.070359	-0.002405
-99.054359	0.002051
-99.038359	-0.000299
-99.022359	-0.001550
-99.006359	-0.001184
-98.990359	0.002783
-98.974359	0.000311
-98.958359	-0.002893
-98.942359	-0.002161
-98.926359	-0.003778
-98.910359	0.001318
-98.894359	-0.002405
-98.878359	-0.002161
-98.862359	-0.001184
-98.846359	0.000067
-98.830359	-0.002283
-98.814359	-0.000543
-98.798359	-0.001672
-98.782359	0.002051
-98.766359	0.002295
-98.750359	-0.000543
-98.734359	-0.000299
-98.718359	-0.004389
-98.702359	-0.003900
-98.686359	0.000677
-98.670359	0.000677
-98.654359	-0.003778
-98.638359	-0.001062
-98.622359	-0.000543
-98.606359	-0.001672
-98.590359	0.000952
-98.574359	-0.002161
-98.558359	-0.002283
-98.542359	0.000800
-98.526359	0.000067
-98.510359	0.001074
-98.494359	-0.000177
-98.478359	-0.000299
-98.462359	-0.000421
-98.446359	0.001929
-98.430359	-0.002283
-98.414359	-0.000177
-98.398359	-0.000299
-98.382359	-0.000421
-98.366359	-0.000177
-98.350359	0.000311
-98.334359	-0.002161
-98.318359	-0.002039
-98.302359	0.001807
-98.286359	-0.002649
-98.270359	-0.001062
-98.254359	0.001074
-98.238359	0.001562
-98.222359	-0.000909
-98.206359	-0.001672
-98.190359	0.000189
-98.174359	0.000677
-98.158359	0.000677
-98.142359	-0.002893
-98.126359	0.001196
-98.110359	-0.000665
-98.094359	-0.001184
-98.078359	0.000555
-98.062359	-0.002405
-98.046359	-0.000665
-98.030359	-0.001184
-98.014359	-0.001184
-97.998359	-0.002893
-97.982359	-0.001795
-97.966359	-0.000543
-97.950359	-0.001795
-97.934359	-0.000299
-97.918359	-0.002039
-97.902359	0.000800
-97.886359	-0.001428
-97.870359	-0.001306
