Tempo (us) 	 Tensione (V)


-100.019910	-0.000543
-100.003910	-0.000421
-99.987910	0.001929
-99.971910	0.001318
-99.955910	-0.001672
-99.939910	-0.000787
-99.923910	-0.000665
-99.907910	-0.002893
-99.891910	-0.000421
-99.875910	0.001807
-99.859910	-0.000055
-99.843910	-0.001917
-99.827910	-0.000543
-99.811910	-0.003168
-99.795910	-0.002649
-99.779910	-0.002893
-99.763910	0.000189
-99.747910	-0.000909
-99.731910	-0.000177
-99.715910	0.002051
-99.699910	-0.002527
-99.683910	-0.003046
-99.667910	-0.001795
-99.651910	-0.002649
-99.635910	-0.003046
-99.619910	-0.002527
-99.603910	-0.004755
-99.587910	-0.000909
-99.571910	-0.002649
-99.555910	0.002936
-99.539910	-0.000665
-99.523910	0.000067
-99.507910	0.000067
-99.491910	-0.000055
-99.475910	-0.000299
-99.459910	-0.002283
-99.443910	0.000677
-99.427910	-0.000665
-99.411910	0.000311
-99.395910	-0.003046
-99.379910	-0.001306
-99.363910	0.000189
-99.347910	0.001685
-99.331910	-0.001428
-99.315910	-0.000543
-99.299910	-0.002283
-99.283910	-0.001184
-99.267910	-0.003534
-99.251910	-0.001062
-99.235910	-0.002893
-99.219910	-0.001550
-99.203910	-0.000787
-99.187910	-0.003046
-99.171910	0.000067
-99.155910	0.001318
-99.139910	-0.000055
-99.123910	-0.001184
-99.107910	-0.000665
-99.091910	-0.000421
-99.075910	0.001807
-99.059910	-0.001306
-99.043910	-0.000177
-99.027910	0.000189
-99.011910	0.001440
-98.995910	0.000433
-98.979910	-0.000055
-98.963910	-0.000909
-98.947910	-0.000909
-98.931910	0.002173
-98.915910	-0.003290
-98.899910	-0.001184
-98.883910	-0.000543
-98.867910	0.001440
-98.851910	0.002417
-98.835910	-0.000665
-98.819910	0.000067
-98.803910	-0.002161
-98.787910	-0.000421
-98.771910	0.001318
-98.755910	-0.000543
-98.739910	0.001196
-98.723910	0.001685
-98.707910	-0.000787
-98.691910	-0.002527
-98.675910	-0.002893
-98.659910	-0.002771
-98.643910	-0.000543
-98.627910	-0.000055
-98.611910	-0.002283
-98.595910	-0.001917
-98.579910	0.000189
-98.563910	-0.001306
-98.547910	-0.000665
-98.531910	-0.000299
-98.515910	-0.001306
-98.499910	0.002295
-98.483910	-0.002405
-98.467910	0.002417
-98.451910	-0.000421
-98.435910	-0.001062
-98.419910	0.000555
-98.403910	-0.000787
-98.387910	-0.000421
-98.371910	-0.000299
-98.355910	0.001074
-98.339910	0.000311
-98.323910	0.001929
-98.307910	0.000067
-98.291910	-0.002893
-98.275910	-0.000665
-98.259910	-0.004389
-98.243910	-0.002649
-98.227910	0.003790
-98.211910	-0.001917
-98.195910	0.001074
-98.179910	-0.001917
-98.163910	-0.001672
-98.147910	0.002661
-98.131910	-0.003290
-98.115910	-0.000177
-98.099910	-0.001550
-98.083910	-0.000177
-98.067910	-0.002893
-98.051910	-0.002283
-98.035910	0.000952
-98.019910	0.000311
-98.003910	-0.004877
-97.987910	-0.000543
-97.971910	-0.002161
-97.955910	0.001440
-97.939910	-0.000421
-97.923910	-0.000177
-97.907910	-0.001428
-97.891910	-0.001795
-97.875910	-0.000543
