Tempo (us) 	 Tensione (V)


-100.025398	-0.004511
-100.009398	-0.000665
-99.993398	-0.002039
-99.977398	-0.004755
-99.961398	-0.000665
-99.945398	-0.001917
-99.929398	0.000067
-99.913398	-0.004022
-99.897398	0.000067
-99.881398	-0.001428
-99.865398	0.000433
-99.849398	-0.000909
-99.833398	-0.003656
-99.817398	-0.002039
-99.801398	0.002417
-99.785398	0.001440
-99.769398	-0.000177
-99.753398	-0.000909
-99.737398	-0.001184
-99.721398	-0.000177
-99.705398	-0.001550
-99.689398	-0.001062
-99.673398	-0.001795
-99.657398	-0.000665
-99.641398	-0.002527
-99.625398	0.001562
-99.609398	-0.001306
-99.593398	-0.000665
-99.577398	0.001562
-99.561398	-0.003168
-99.545398	0.003058
-99.529398	-0.000421
-99.513398	-0.002527
-99.497398	0.000067
-99.481398	0.000555
-99.465398	-0.000909
-99.449398	-0.001428
-99.433398	-0.002161
-99.417398	-0.001306
-99.401398	-0.001428
-99.385398	-0.001062
-99.369398	0.000555
-99.353398	0.001562
-99.337398	-0.000909
-99.321398	-0.002771
-99.305398	-0.002039
-99.289398	-0.002771
-99.273398	-0.002283
-99.257398	0.002295
-99.241398	-0.001917
-99.225398	0.001562
-99.209398	-0.000055
-99.193398	-0.001184
-99.177398	-0.004022
-99.161398	-0.000543
-99.145398	0.000555
-99.129398	-0.000299
-99.113398	-0.001062
-99.097398	0.000189
-99.081398	-0.000055
-99.065398	-0.001306
-99.049398	-0.001795
-99.033398	-0.000909
-99.017398	0.001074
-99.001398	0.000952
-98.985398	0.000189
-98.969398	-0.001917
-98.953398	-0.000055
-98.937398	0.000952
-98.921398	-0.002893
-98.905398	0.000555
-98.889398	0.003058
-98.873398	0.000555
-98.857398	0.000555
-98.841398	-0.003534
-98.825398	-0.000665
-98.809398	-0.000421
-98.793398	-0.001062
-98.777398	-0.001306
-98.761398	-0.001795
-98.745398	-0.002405
-98.729398	-0.001062
-98.713398	0.001074
-98.697398	-0.002771
-98.681398	-0.004633
-98.665398	-0.000787
-98.649398	-0.004877
-98.633398	-0.000665
-98.617398	-0.001184
-98.601398	0.002173
-98.585398	-0.000787
-98.569398	-0.001795
-98.553398	0.000800
-98.537398	-0.003290
-98.521398	-0.000787
-98.505398	-0.001672
-98.489398	-0.001795
-98.473398	-0.002527
-98.457398	-0.001672
-98.441398	-0.002527
-98.425398	-0.001672
-98.409398	0.000952
-98.393398	-0.002283
-98.377398	-0.001062
-98.361398	-0.000665
-98.345398	-0.003778
-98.329398	-0.001550
-98.313398	-0.000421
-98.297398	-0.002405
-98.281398	-0.002649
-98.265398	-0.000299
-98.249398	0.000952
-98.233398	0.000800
-98.217398	-0.001550
-98.201398	-0.004755
-98.185398	-0.004144
-98.169398	-0.002649
-98.153398	-0.002771
-98.137398	-0.001184
-98.121398	-0.001062
-98.105398	-0.000421
-98.089398	-0.002649
-98.073398	-0.001672
-98.057398	-0.001428
-98.041398	-0.002649
-98.025398	0.000311
-98.009398	-0.000299
-97.993398	-0.001306
-97.977398	-0.000543
-97.961398	-0.001550
-97.945398	-0.001672
-97.929398	-0.001795
-97.913398	-0.001672
-97.897398	-0.001672
-97.881398	-0.002405
