Tempo (us) 	 Tensione (V)


-100.018267	-0.001062
-100.002267	-0.002039
-99.986267	-0.002527
-99.970267	-0.001184
-99.954267	0.001807
-99.938267	-0.001428
-99.922267	-0.001550
-99.906267	-0.003900
-99.890267	0.001196
-99.874267	-0.001306
-99.858267	0.000311
-99.842267	-0.002771
-99.826267	-0.000299
-99.810267	-0.001306
-99.794267	-0.001672
-99.778267	0.001074
-99.762267	-0.001062
-99.746267	-0.001062
-99.730267	0.000433
-99.714267	-0.001550
-99.698267	-0.001306
-99.682267	-0.000055
-99.666267	-0.005030
-99.650267	-0.003534
-99.634267	-0.002161
-99.618267	0.000433
-99.602267	-0.003168
-99.586267	0.000555
-99.570267	-0.003290
-99.554267	-0.004389
-99.538267	-0.001672
-99.522267	-0.000421
-99.506267	0.000677
-99.490267	0.001685
-99.474267	-0.002283
-99.458267	-0.002405
-99.442267	0.000800
-99.426267	-0.002527
-99.410267	-0.001672
-99.394267	-0.000665
-99.378267	0.001074
-99.362267	-0.002527
-99.346267	-0.000177
-99.330267	0.001807
-99.314267	-0.001550
-99.298267	-0.003412
-99.282267	-0.002893
-99.266267	0.001074
-99.250267	-0.001306
-99.234267	-0.005030
-99.218267	-0.002527
-99.202267	-0.002161
-99.186267	-0.003168
-99.170267	-0.001550
-99.154267	-0.000787
-99.138267	-0.003412
-99.122267	0.001685
-99.106267	-0.001184
-99.090267	-0.003290
-99.074267	-0.000543
-99.058267	-0.004022
-99.042267	-0.003534
-99.026267	-0.000299
-99.010267	-0.004144
-98.994267	-0.001062
-98.978267	0.000952
-98.962267	-0.001184
-98.946267	0.000555
-98.930267	-0.001550
-98.914267	-0.000299
-98.898267	-0.000665
-98.882267	-0.001550
-98.866267	-0.000421
-98.850267	-0.000909
-98.834267	-0.000909
-98.818267	-0.000665
-98.802267	0.000067
-98.786267	-0.001672
-98.770267	-0.002039
-98.754267	-0.001672
-98.738267	-0.000909
-98.722267	-0.000787
-98.706267	-0.000177
-98.690267	0.000433
-98.674267	-0.002893
-98.658267	0.000952
-98.642267	-0.001062
-98.626267	-0.001917
-98.610267	-0.000787
-98.594267	-0.002161
-98.578267	0.001074
-98.562267	-0.003290
-98.546267	0.004279
-98.530267	-0.001184
-98.514267	-0.001550
-98.498267	0.000067
-98.482267	-0.000909
-98.466267	0.002936
-98.450267	-0.000787
-98.434267	-0.001795
-98.418267	-0.001428
-98.402267	-0.000543
-98.386267	-0.002161
-98.370267	0.001074
-98.354267	-0.000909
-98.338267	-0.000299
-98.322267	-0.004877
-98.306267	-0.000299
-98.290267	-0.001795
-98.274267	-0.003778
-98.258267	-0.001550
-98.242267	-0.002039
-98.226267	-0.002771
-98.210267	-0.000909
-98.194267	-0.003290
-98.178267	-0.003412
-98.162267	0.000433
-98.146267	-0.000543
-98.130267	-0.001062
-98.114267	-0.001306
-98.098267	0.000433
-98.082267	-0.004389
-98.066267	0.000677
-98.050267	-0.002527
-98.034267	-0.001184
-98.018267	-0.002039
-98.002267	-0.003900
-97.986267	-0.001550
-97.970267	-0.000909
-97.954267	-0.001428
-97.938267	-0.001062
-97.922267	0.003058
-97.906267	0.001929
-97.890267	0.002051
-97.874267	-0.000665
