Tempo (us) 	 Tensione (V)


-100.025633	-0.001306
-100.009633	0.000067
-99.993633	-0.000665
-99.977633	-0.000543
-99.961633	0.000433
-99.945633	-0.001306
-99.929633	-0.004144
-99.913633	0.000067
-99.897633	0.000067
-99.881633	-0.000787
-99.865633	-0.001062
-99.849633	0.003912
-99.833633	-0.003778
-99.817633	-0.000177
-99.801633	-0.000299
-99.785633	0.002173
-99.769633	-0.002405
-99.753633	-0.003168
-99.737633	0.001074
-99.721633	-0.003534
-99.705633	0.001929
-99.689633	0.001074
-99.673633	0.002783
-99.657633	-0.003778
-99.641633	-0.000787
-99.625633	-0.000421
-99.609633	-0.000665
-99.593633	0.000189
-99.577633	0.001440
-99.561633	-0.000543
-99.545633	-0.001062
-99.529633	0.000189
-99.513633	0.000800
-99.497633	-0.001306
-99.481633	-0.001428
-99.465633	-0.002893
-99.449633	-0.001428
-99.433633	-0.001672
-99.417633	-0.000787
-99.401633	0.000433
-99.385633	-0.000421
-99.369633	-0.002527
-99.353633	-0.001184
-99.337633	0.000433
-99.321633	0.001318
-99.305633	0.000067
-99.289633	-0.000177
-99.273633	-0.001795
-99.257633	-0.001795
-99.241633	-0.000299
-99.225633	-0.000787
-99.209633	0.001685
-99.193633	0.003546
-99.177633	-0.001306
-99.161633	-0.001306
-99.145633	0.002295
-99.129633	-0.001550
-99.113633	-0.003168
-99.097633	-0.002161
-99.081633	0.000067
-99.065633	-0.000909
-99.049633	-0.001306
-99.033633	0.000067
-99.017633	-0.001550
-99.001633	0.000952
-98.985633	-0.000909
-98.969633	-0.002527
-98.953633	-0.001184
-98.937633	-0.000543
-98.921633	0.001562
-98.905633	-0.000665
-98.889633	-0.000055
-98.873633	-0.000177
-98.857633	-0.001428
-98.841633	-0.002283
-98.825633	0.000189
-98.809633	-0.002161
-98.793633	0.000677
-98.777633	0.000433
-98.761633	0.000433
-98.745633	0.001318
-98.729633	0.001196
-98.713633	-0.000543
-98.697633	-0.001550
-98.681633	-0.001306
-98.665633	-0.001672
-98.649633	-0.002771
-98.633633	0.002539
-98.617633	-0.000787
-98.601633	0.001562
-98.585633	0.000952
-98.569633	0.003546
-98.553633	0.000311
-98.537633	-0.001917
-98.521633	-0.000421
-98.505633	-0.000787
-98.489633	-0.000909
-98.473633	-0.002771
-98.457633	-0.004511
-98.441633	-0.000543
-98.425633	0.000555
-98.409633	0.001074
-98.393633	-0.001428
-98.377633	0.000800
-98.361633	-0.001062
-98.345633	0.000189
-98.329633	-0.000543
-98.313633	0.001929
-98.297633	-0.001062
-98.281633	-0.000177
-98.265633	-0.000665
-98.249633	-0.000787
-98.233633	-0.000787
-98.217633	-0.000177
-98.201633	0.000067
-98.185633	-0.000421
-98.169633	-0.001917
-98.153633	-0.000543
-98.137633	-0.002039
-98.121633	-0.000299
-98.105633	-0.003656
-98.089633	0.000677
-98.073633	0.001196
-98.057633	-0.001062
-98.041633	-0.001795
-98.025633	0.001685
-98.009633	-0.001672
-97.993633	-0.000421
-97.977633	-0.002283
-97.961633	-0.000787
-97.945633	-0.002039
-97.929633	-0.001795
-97.913633	0.001074
-97.897633	0.000555
-97.881633	-0.001062
-97.865633	-0.000055
