Tempo (us) 	 Tensione (V)


-100.019620	-0.003168
-100.003620	-0.004022
-99.987620	-0.005518
-99.971620	0.000189
-99.955620	-0.000665
-99.939620	-0.000299
-99.923620	0.001807
-99.907620	0.000311
-99.891620	0.000433
-99.875620	-0.000055
-99.859620	0.000067
-99.843620	-0.000543
-99.827620	-0.000787
-99.811620	-0.001550
-99.795620	0.002295
-99.779620	-0.000299
-99.763620	-0.000543
-99.747620	-0.001306
-99.731620	0.000555
-99.715620	-0.000787
-99.699620	0.000189
-99.683620	0.000189
-99.667620	0.002295
-99.651620	-0.001795
-99.635620	-0.003290
-99.619620	-0.000421
-99.603620	0.000433
-99.587620	0.000189
-99.571620	-0.000543
-99.555620	-0.004633
-99.539620	0.000189
-99.523620	0.001074
-99.507620	0.001440
-99.491620	-0.002283
-99.475620	-0.001795
-99.459620	-0.000665
-99.443620	0.001929
-99.427620	0.000067
-99.411620	-0.001550
-99.395620	-0.002893
-99.379620	0.000952
-99.363620	-0.000909
-99.347620	0.000433
-99.331620	0.000311
-99.315620	-0.002649
-99.299620	0.000677
-99.283620	-0.002161
-99.267620	-0.001917
-99.251620	-0.006250
-99.235620	-0.002283
-99.219620	0.001318
-99.203620	0.001440
-99.187620	0.000433
-99.171620	-0.001917
-99.155620	-0.000177
-99.139620	-0.002405
-99.123620	-0.001672
-99.107620	0.001685
-99.091620	-0.000787
-99.075620	-0.000421
-99.059620	0.000677
-99.043620	-0.000177
-99.027620	0.000067
-99.011620	0.002936
-98.995620	-0.004755
-98.979620	-0.002161
-98.963620	0.001929
-98.947620	0.001562
-98.931620	0.000189
-98.915620	-0.003534
-98.899620	-0.001550
-98.883620	-0.001062
-98.867620	-0.001428
-98.851620	0.000555
-98.835620	0.000800
-98.819620	-0.000665
-98.803620	0.000189
-98.787620	0.002661
-98.771620	-0.001550
-98.755620	-0.001917
-98.739620	0.002051
-98.723620	-0.000177
-98.707620	0.001318
-98.691620	-0.001062
-98.675620	0.000952
-98.659620	-0.000787
-98.643620	0.000677
-98.627620	-0.001795
-98.611620	-0.000543
-98.595620	-0.000421
-98.579620	0.000067
-98.563620	0.001685
-98.547620	-0.001184
-98.531620	-0.004633
-98.515620	0.001318
-98.499620	-0.000787
-98.483620	0.000555
-98.467620	0.000067
-98.451620	0.000433
-98.435620	-0.000543
-98.419620	-0.000787
-98.403620	-0.000299
-98.387620	-0.000787
-98.371620	-0.002405
-98.355620	-0.002283
-98.339620	-0.000909
-98.323620	-0.000665
-98.307620	0.000952
-98.291620	-0.000055
-98.275620	-0.005396
-98.259620	0.000800
-98.243620	-0.001672
-98.227620	-0.003534
-98.211620	0.001074
-98.195620	-0.002527
-98.179620	0.002051
-98.163620	-0.002649
-98.147620	0.000677
-98.131620	0.001440
-98.115620	-0.001184
-98.099620	-0.000543
-98.083620	-0.000543
-98.067620	-0.003290
-98.051620	-0.000177
-98.035620	-0.001550
-98.019620	-0.003900
-98.003620	0.002661
-97.987620	0.002661
-97.971620	0.000800
-97.955620	-0.001917
-97.939620	0.000067
-97.923620	0.001318
-97.907620	-0.002771
-97.891620	-0.000909
-97.875620	0.001196
-97.859620	0.001562
-97.843620	-0.000177
