Tempo (us) 	 Tensione (V)


-100.026447	-0.001795
-100.010447	-0.003168
-99.994447	0.000189
-99.978447	-0.004022
-99.962447	-0.001795
-99.946447	-0.000665
-99.930447	-0.000665
-99.914447	-0.000177
-99.898447	-0.004511
-99.882447	-0.000787
-99.866447	-0.002649
-99.850447	-0.002649
-99.834447	-0.000177
-99.818447	-0.003412
-99.802447	-0.000787
-99.786447	-0.000665
-99.770447	-0.004267
-99.754447	0.002661
-99.738447	-0.002283
-99.722447	-0.002161
-99.706447	0.002417
-99.690447	-0.003290
-99.674447	-0.001672
-99.658447	-0.000909
-99.642447	-0.001184
-99.626447	-0.001550
-99.610447	-0.002771
-99.594447	-0.000665
-99.578447	-0.001306
-99.562447	-0.002161
-99.546447	0.001196
-99.530447	-0.002527
-99.514447	-0.002527
-99.498447	-0.000543
-99.482447	-0.001795
-99.466447	0.001929
-99.450447	-0.000543
-99.434447	-0.001672
-99.418447	-0.004511
-99.402447	0.001074
-99.386447	-0.000665
-99.370447	-0.001428
-99.354447	0.001929
-99.338447	0.000952
-99.322447	-0.001917
-99.306447	0.000067
-99.290447	-0.001306
-99.274447	-0.002405
-99.258447	-0.004022
-99.242447	-0.001550
-99.226447	-0.001428
-99.210447	-0.000909
-99.194447	-0.001428
-99.178447	-0.002893
-99.162447	-0.000543
-99.146447	-0.001795
-99.130447	-0.004755
-99.114447	-0.002039
-99.098447	0.000555
-99.082447	-0.005884
-99.066447	0.000677
-99.050447	-0.003168
-99.034447	0.000311
-99.018447	-0.002039
-99.002447	-0.001795
-98.986447	-0.001062
-98.970447	-0.001550
-98.954447	-0.003534
-98.938447	-0.000909
-98.922447	-0.000421
-98.906447	-0.004511
-98.890447	0.002417
-98.874447	-0.001795
-98.858447	-0.004511
-98.842447	0.000067
-98.826447	0.001074
-98.810447	-0.001428
-98.794447	-0.000299
-98.778447	0.001440
-98.762447	0.000311
-98.746447	-0.001306
-98.730447	0.001562
-98.714447	0.000189
-98.698447	-0.001428
-98.682447	0.000067
-98.666447	-0.000055
-98.650447	0.001807
-98.634447	-0.002405
-98.618447	-0.000665
-98.602447	-0.000909
-98.586447	-0.002771
-98.570447	0.001562
-98.554447	-0.000665
-98.538447	-0.000909
-98.522447	-0.002527
-98.506447	0.000677
-98.490447	-0.003656
-98.474447	-0.000909
-98.458447	-0.003900
-98.442447	-0.000787
-98.426447	-0.000299
-98.410447	-0.002893
-98.394447	0.001074
-98.378447	-0.000909
-98.362447	-0.000665
-98.346447	0.000555
-98.330447	0.002173
-98.314447	-0.000665
-98.298447	-0.002649
-98.282447	-0.000055
-98.266447	-0.001306
-98.250447	-0.001062
-98.234447	-0.002771
-98.218447	-0.001795
-98.202447	-0.002771
-98.186447	-0.001672
-98.170447	-0.003534
-98.154447	-0.000421
-98.138447	-0.000909
-98.122447	-0.000543
-98.106447	0.000952
-98.090447	-0.002405
-98.074447	-0.002649
-98.058447	-0.000421
-98.042447	-0.000055
-98.026447	-0.002283
-98.010447	-0.002161
-97.994447	-0.000177
-97.978447	0.000067
-97.962447	0.000677
-97.946447	0.000800
-97.930447	-0.000909
-97.914447	0.001074
-97.898447	-0.001795
-97.882447	-0.000055
