Tempo (us) 	 Tensione (V)


-100.031051	0.002051
-100.015051	-0.001306
-99.999051	0.000555
-99.983051	-0.003656
-99.967051	-0.000543
-99.951051	-0.000543
-99.935051	-0.003656
-99.919051	-0.000665
-99.903051	-0.000055
-99.887051	0.002295
-99.871051	0.001685
-99.855051	-0.000421
-99.839051	-0.002283
-99.823051	-0.003412
-99.807051	-0.002649
-99.791051	0.001074
-99.775051	-0.002405
-99.759051	-0.000177
-99.743051	-0.004267
-99.727051	-0.002893
-99.711051	0.001318
-99.695051	-0.002405
-99.679051	-0.003534
-99.663051	-0.004877
-99.647051	-0.000909
-99.631051	0.000952
-99.615051	0.000433
-99.599051	0.000677
-99.583051	-0.000787
-99.567051	-0.001184
-99.551051	-0.005030
-99.535051	-0.000299
-99.519051	0.000433
-99.503051	-0.001795
-99.487051	-0.000177
-99.471051	0.002173
-99.455051	-0.000421
-99.439051	-0.000177
-99.423051	-0.001428
-99.407051	0.000311
-99.391051	0.000311
-99.375051	-0.002039
-99.359051	0.000189
-99.343051	-0.001306
-99.327051	0.000800
-99.311051	-0.002161
-99.295051	-0.000421
-99.279051	0.000189
-99.263051	-0.000543
-99.247051	0.001196
-99.231051	-0.001184
-99.215051	0.001807
-99.199051	-0.001795
-99.183051	-0.001306
-99.167051	-0.001672
-99.151051	0.000952
-99.135051	0.003058
-99.119051	-0.002405
-99.103051	-0.003778
-99.087051	0.002539
-99.071051	-0.002039
-99.055051	-0.001795
-99.039051	-0.001428
-99.023051	-0.000909
-99.007051	0.000433
-98.991051	-0.002771
-98.975051	0.001196
-98.959051	-0.000055
-98.943051	-0.000177
-98.927051	-0.003778
-98.911051	0.001440
-98.895051	-0.003046
-98.879051	-0.003656
-98.863051	-0.001062
-98.847051	-0.000055
-98.831051	-0.001550
-98.815051	0.000677
-98.799051	-0.002405
-98.783051	-0.001795
-98.767051	-0.002405
-98.751051	-0.001306
-98.735051	-0.001917
-98.719051	0.000952
-98.703051	-0.000787
-98.687051	-0.001672
-98.671051	-0.000787
-98.655051	0.001807
-98.639051	-0.001550
-98.623051	-0.002283
-98.607051	-0.002405
-98.591051	-0.002283
-98.575051	-0.001428
-98.559051	-0.001062
-98.543051	-0.001306
-98.527051	0.001807
-98.511051	0.000067
-98.495051	0.001929
-98.479051	-0.001917
-98.463051	0.000067
-98.447051	-0.000055
-98.431051	-0.002649
-98.415051	0.000677
-98.399051	-0.002039
-98.383051	0.002173
-98.367051	-0.000299
-98.351051	-0.001184
-98.335051	-0.001306
-98.319051	-0.001428
-98.303051	-0.002283
-98.287051	-0.001306
-98.271051	0.000189
-98.255051	0.001196
-98.239051	-0.001550
-98.223051	0.000677
-98.207051	-0.001062
-98.191051	0.000067
-98.175051	-0.000543
-98.159051	0.000067
-98.143051	-0.002893
-98.127051	0.001074
-98.111051	-0.002283
-98.095051	-0.000299
-98.079051	0.000189
-98.063051	-0.001672
-98.047051	-0.001062
-98.031051	-0.000543
-98.015051	-0.001306
-97.999051	0.000189
-97.983051	-0.001795
-97.967051	-0.004267
-97.951051	0.000311
-97.935051	-0.000177
-97.919051	-0.001184
-97.903051	-0.002283
-97.887051	-0.003290
-97.871051	-0.002161
