Tempo (us) 	 Tensione (V)


-100.024186	-0.000177
-100.008186	0.002295
-99.992186	-0.003046
-99.976186	-0.001184
-99.960186	-0.000787
-99.944186	-0.002405
-99.928186	0.000189
-99.912186	-0.005640
-99.896186	0.003424
-99.880186	-0.000787
-99.864186	-0.001184
-99.848186	0.001074
-99.832186	-0.003656
-99.816186	-0.002527
-99.800186	-0.000421
-99.784186	-0.000665
-99.768186	0.001318
-99.752186	-0.002039
-99.736186	-0.002161
-99.720186	0.000433
-99.704186	-0.000177
-99.688186	-0.001917
-99.672186	0.001318
-99.656186	-0.002283
-99.640186	-0.002161
-99.624186	-0.000787
-99.608186	0.001562
-99.592186	-0.001184
-99.576186	-0.001795
-99.560186	-0.001917
-99.544186	-0.001795
-99.528186	-0.000421
-99.512186	-0.003168
-99.496186	-0.001062
-99.480186	-0.000299
-99.464186	-0.002527
-99.448186	-0.000787
-99.432186	-0.000177
-99.416186	-0.002039
-99.400186	-0.002527
-99.384186	-0.000665
-99.368186	-0.001062
-99.352186	-0.001917
-99.336186	-0.001550
-99.320186	-0.000299
-99.304186	-0.001550
-99.288186	0.000952
-99.272186	0.000311
-99.256186	0.000555
-99.240186	-0.002649
-99.224186	-0.000909
-99.208186	-0.003534
-99.192186	-0.000177
-99.176186	-0.002161
-99.160186	-0.002527
-99.144186	-0.002039
-99.128186	-0.002527
-99.112186	0.002539
-99.096186	0.001318
-99.080186	-0.000177
-99.064186	0.000311
-99.048186	-0.001184
-99.032186	-0.001550
-99.016186	-0.000787
-99.000186	-0.001795
-98.984186	-0.000543
-98.968186	-0.000665
-98.952186	-0.001306
-98.936186	-0.000177
-98.920186	0.000189
-98.904186	-0.002283
-98.888186	-0.000299
-98.872186	0.001929
-98.856186	-0.002161
-98.840186	-0.002283
-98.824186	-0.002649
-98.808186	0.001318
-98.792186	-0.001184
-98.776186	-0.000787
-98.760186	-0.002527
-98.744186	-0.001795
-98.728186	-0.000177
-98.712186	0.001440
-98.696186	-0.003412
-98.680186	-0.004633
-98.664186	-0.001306
-98.648186	-0.001795
-98.632186	-0.000055
-98.616186	0.002173
-98.600186	-0.000055
-98.584186	-0.000299
-98.568186	0.000189
-98.552186	-0.002039
-98.536186	-0.004389
-98.520186	-0.001184
-98.504186	-0.001550
-98.488186	-0.003900
-98.472186	-0.004389
-98.456186	-0.001184
-98.440186	0.000433
-98.424186	-0.001062
-98.408186	0.001318
-98.392186	0.003668
-98.376186	-0.002161
-98.360186	-0.002649
-98.344186	-0.000909
-98.328186	-0.002649
-98.312186	-0.002771
-98.296186	-0.000909
-98.280186	-0.002039
-98.264186	-0.001795
-98.248186	-0.002527
-98.232186	-0.002161
-98.216186	-0.001428
-98.200186	0.000067
-98.184186	0.000067
-98.168186	0.000800
-98.152186	-0.000787
-98.136186	-0.000543
-98.120186	-0.001184
-98.104186	-0.002893
-98.088186	-0.001428
-98.072186	0.001929
-98.056186	-0.000543
-98.040186	-0.003046
-98.024186	-0.004511
-98.008186	-0.001306
-97.992186	0.000800
-97.976186	-0.001062
-97.960186	0.000433
-97.944186	-0.000787
-97.928186	-0.001428
-97.912186	-0.001062
-97.896186	-0.000299
-97.880186	-0.002161
