Tempo (us) 	 Tensione (V)
-97.841040	-0.000055
-97.825040	-0.002771
-97.809040	-0.000177
-97.793040	0.001562
-97.777040	0.001440
-97.761040	0.000800
-97.745040	0.000311
-97.729040	-0.000543
-97.713040	-0.001306
-97.697040	-0.002771
-97.681040	-0.001306
-97.665040	-0.003168
-97.649040	-0.002039
-97.633040	-0.002527
-97.617040	-0.002771
-97.601040	0.000800
-97.585040	-0.001795
-97.569040	0.000189
-97.553040	0.000433
-97.537040	-0.000177
-97.521040	0.001440
-97.505040	-0.000177
-97.489040	-0.002161
-97.473040	-0.002283
-97.457040	-0.001672
-97.441040	-0.004633
-97.425040	0.001562
-97.409040	-0.001550
-97.393040	0.000311
-97.377040	0.002051
-97.361040	-0.002527
-97.345040	-0.002893
-97.329040	-0.000665
-97.313040	0.001807
-97.297040	-0.003290
-97.281040	0.000311
-97.265040	-0.001062
-97.249040	0.003668
-97.233040	-0.003290
-97.217040	-0.001184
-97.201040	0.001074
-97.185040	-0.001306
-97.169040	-0.002405
-97.153040	0.001074
-97.137040	-0.000421
-97.121040	0.000433
-97.105040	-0.003656
-97.089040	-0.001672
-97.073040	0.001929
-97.057040	-0.001306
-97.041040	0.001074
-97.025040	-0.002405
-97.009040	-0.003412
-96.993040	0.000433
-96.977040	-0.001795
-96.961040	-0.000787
-96.945040	-0.002527
-96.929040	0.000677
-96.913040	0.000952
-96.897040	-0.001306
-96.881040	0.002173
-96.865040	0.003180
-96.849040	-0.001917
-96.833040	-0.000909
-96.817040	-0.002039
-96.801040	-0.001428
-96.785040	0.001685
-96.769040	0.003058
-96.753040	-0.000299
-96.737040	0.001440
-96.721040	-0.003290
-96.705040	-0.000421
-96.689040	-0.000299
-96.673040	-0.000665
-96.657040	-0.000299
-96.641040	0.000800
-96.625040	-0.000787
-96.609040	-0.002039
-96.593040	-0.000787
-96.577040	0.000555
-96.561040	-0.001550
-96.545040	-0.001184
-96.529040	-0.000177
-96.513040	-0.003290
-96.497040	0.001318
-96.481040	-0.002649
-96.465040	0.001685
-96.449040	-0.002161
-96.433040	-0.000055
-96.417040	-0.002527
-96.401040	0.001807
-96.385040	0.000677
-96.369040	0.000952
-96.353040	-0.004144
-96.337040	0.003302
-96.321040	-0.001917
-96.305040	0.000800
-96.289040	0.001807
-96.273040	-0.002161
-96.257040	0.001196
-96.241040	0.000952
-96.225040	0.001685
-96.209040	-0.000787
-96.193040	-0.002283
-96.177040	-0.001795
-96.161040	-0.003900
-96.145040	-0.002283
-96.129040	-0.004144
-96.113040	0.002173
-96.097040	-0.000787
-96.081040	-0.001550
-96.065040	-0.000665
-96.049040	-0.002405
-96.033040	0.001929
-96.017040	-0.002283
-96.001040	0.002661
-95.985040	0.000800
-95.969040	0.000800
-95.953040	-0.000177
-95.937040	0.000952
-95.921040	0.002051
-95.905040	-0.002527
-95.889040	-0.003046
-95.873040	0.000555
-95.857040	-0.003168
-95.841040	-0.001428
-95.825040	0.000677
-95.809040	-0.002283
-95.793040	-0.000177
-95.777040	-0.000299
-95.761040	-0.000421
-95.745040	0.000311
-95.729040	-0.002771
-95.713040	-0.000909
-95.697040	-0.000909
-95.681040	-0.000665
-95.665040	0.002936
-95.649040	-0.002405
-95.633040	-0.002283
-95.617040	-0.000055
-95.601040	-0.001795
-95.585040	-0.003412
-95.569040	-0.000665
-95.553040	-0.004022
-95.537040	-0.000787
-95.521040	-0.003656
-95.505040	0.000067
-95.489040	0.000311
-95.473040	0.000800
-95.457040	-0.002527
-95.441040	-0.000543
-95.425040	-0.003412
-95.409040	-0.001306
-95.393040	-0.000177
-95.377040	-0.001062
-95.361040	0.000433
-95.345040	0.000067
-95.329040	-0.001062
-95.313040	0.001562
-95.297040	-0.000665
-95.281040	-0.002405
-95.265040	0.000433
-95.249040	-0.001428
-95.233040	-0.002649
-95.217040	-0.000787
-95.201040	-0.000055
-95.185040	-0.000543
-95.169040	0.000433
-95.153040	-0.002405
-95.137040	-0.003290
-95.121040	-0.001917
-95.105040	-0.000909
-95.089040	-0.000177
-95.073040	0.000952
-95.057040	0.003790
-95.041040	0.001807
-95.025040	-0.000177
-95.009040	-0.001184
-94.993040	-0.000421
-94.977040	-0.002161
-94.961040	-0.000787
-94.945040	-0.004022
-94.929040	-0.001062
-94.913040	-0.003046
-94.897040	-0.001306
-94.881040	-0.001672
-94.865040	-0.001672
-94.849040	-0.002283
-94.833040	-0.001672
-94.817040	0.000067
-94.801040	0.002295
-94.785040	0.001074
-94.769040	0.000433
-94.753040	0.001318
-94.737040	-0.002405
-94.721040	-0.000299
-94.705040	-0.000543
-94.689040	-0.001550
-94.673040	-0.000665
-94.657040	-0.000787
-94.641040	-0.002527
-94.625040	-0.002649
-94.609040	-0.000909
-94.593040	-0.001795
-94.577040	-0.001550
-94.561040	0.000189
-94.545040	-0.003534
-94.529040	-0.002161
-94.513040	0.001318
-94.497040	-0.003168
-94.481040	-0.002283
-94.465040	-0.001672
-94.449040	-0.000055
-94.433040	-0.000299
-94.417040	-0.002649
-94.401040	-0.001306
-94.385040	-0.000055
-94.369040	-0.001795
-94.353040	-0.000909
-94.337040	-0.002161
-94.321040	0.001440
-94.305040	-0.000543
-94.289040	-0.001062
-94.273040	-0.000055
-94.257040	-0.000787
-94.241040	-0.001184
-94.225040	-0.001917
-94.209040	-0.002039
-94.193040	-0.004511
-94.177040	-0.002893
-94.161040	-0.001428
-94.145040	-0.000909
-94.129040	-0.002527
-94.113040	-0.000299
-94.097040	0.001318
-94.081040	-0.003046
-94.065040	0.002936
-94.049040	-0.000665
-94.033040	0.001196
-94.017040	0.001074
-94.001040	0.001074
-93.985040	0.000677
-93.969040	0.004035
-93.953040	-0.000299
-93.937040	-0.000665
-93.921040	0.000189
-93.905040	-0.003656
-93.889040	-0.000543
-93.873040	0.001440
-93.857040	0.000555
-93.841040	-0.004511
-93.825040	-0.001550
-93.809040	-0.002161
-93.793040	0.000677
-93.777040	-0.002283
-93.761040	-0.001184
-93.745040	-0.003900
-93.729040	-0.000665
-93.713040	0.001318
-93.697040	-0.002283
-93.681040	-0.001184
-93.665040	0.000952
-93.649040	-0.002405
-93.633040	-0.001062
-93.617040	-0.002039
-93.601040	-0.000665
-93.585040	0.001440
-93.569040	-0.000177
-93.553040	0.000311
-93.537040	0.001929
-93.521040	0.001318
-93.505040	-0.002161
-93.489040	0.001562
-93.473040	-0.001550
-93.457040	0.000555
-93.441040	-0.003412
-93.425040	-0.001306
-93.409040	0.000067
-93.393040	0.000677
-93.377040	-0.001917
-93.361040	-0.001184
-93.345040	-0.000909
-93.329040	-0.002039
-93.313040	-0.000299
-93.297040	-0.003534
-93.281040	-0.002161
-93.265040	-0.000055
-93.249040	0.002539
-93.233040	-0.002161
-93.217040	-0.000177
-93.201040	-0.004267
-93.185040	-0.000177
-93.169040	0.002051
-93.153040	0.000189
-93.137040	-0.001062
-93.121040	0.000677
-93.105040	-0.002405
-93.089040	0.000555
-93.073040	-0.000055
-93.057040	-0.000909
-93.041040	0.000433
-93.025040	-0.000665
-93.009040	-0.001550
-92.993040	-0.001672
-92.977040	-0.000787
-92.961040	0.000189
-92.945040	-0.001795
-92.929040	-0.002771
-92.913040	-0.000665
-92.897040	0.000555
-92.881040	-0.000909
-92.865040	-0.000055
-92.849040	-0.003046
-92.833040	0.000800
-92.817040	0.001562
-92.801040	-0.001795
-92.785040	-0.002649
-92.769040	-0.000055
-92.753040	-0.005030
-92.737040	-0.001306
-92.721040	-0.003168
-92.705040	-0.000787
-92.689040	0.001196
-92.673040	-0.000787
-92.657040	-0.002405
-92.641040	-0.002283
-92.625040	-0.001795
-92.609040	-0.002161
-92.593040	-0.003412
-92.577040	0.000677
-92.561040	0.000677
-92.545040	-0.001306
-92.529040	-0.002039
-92.513040	-0.001550
-92.497040	-0.001428
-92.481040	0.000677
-92.465040	0.000800
-92.449040	-0.003534
-92.433040	-0.001306
-92.417040	0.000067
-92.401040	0.001440
-92.385040	0.003424
-92.369040	-0.001306
-92.353040	-0.000177
-92.337040	0.000433
-92.321040	-0.002405
-92.305040	-0.001306
-92.289040	0.001685
-92.273040	0.000433
-92.257040	-0.002771
-92.241040	-0.000665
-92.225040	0.003424
-92.209040	-0.002649
-92.193040	-0.000787
-92.177040	-0.000421
-92.161040	-0.002405
-92.145040	-0.002161
-92.129040	-0.000299
-92.113040	-0.000421
-92.097040	-0.002039
-92.081040	0.000555
-92.065040	-0.001428
-92.049040	0.001440
-92.033040	-0.005640
-92.017040	0.000067
-92.001040	0.001562
-91.985040	-0.002283
-91.969040	0.000189
-91.953040	-0.000177
-91.937040	0.000952
-91.921040	-0.001428
-91.905040	-0.000177
-91.889040	-0.000177
-91.873040	0.000677
-91.857040	0.000952
-91.841040	0.001807
-91.825040	-0.001062
-91.809040	-0.001184
-91.793040	-0.003656
-91.777040	-0.002771
-91.761040	0.000067
-91.745040	-0.002405
-91.729040	-0.000421
-91.713040	0.000189
-91.697040	-0.002161
-91.681040	-0.002405
-91.665040	0.001196
-91.649040	0.000555
-91.633040	-0.000543
-91.617040	-0.003168
-91.601040	-0.001672
-91.585040	-0.001550
-91.569040	-0.000421
-91.553040	0.001074
-91.537040	-0.002283
-91.521040	0.001196
-91.505040	-0.001184
-91.489040	-0.003900
-91.473040	-0.000543
-91.457040	-0.000299
-91.441040	-0.003778
-91.425040	0.000433
-91.409040	-0.000055
-91.393040	-0.002893
-91.377040	-0.002649
-91.361040	-0.007257
-91.345040	-0.001917
-91.329040	-0.000787
-91.313040	-0.000055
-91.297040	-0.003168
-91.281040	-0.000665
-91.265040	-0.001184
-91.249040	-0.001306
-91.233040	-0.004877
-91.217040	0.000311
-91.201040	-0.001550
-91.185040	-0.000421
-91.169040	-0.001428
-91.153040	-0.001428
-91.137040	0.001562
-91.121040	-0.003534
-91.105040	0.000067
-91.089040	-0.000299
-91.073040	-0.001062
-91.057040	0.000952
-91.041040	0.001440
-91.025040	-0.003534
-91.009040	-0.001184
-90.993040	-0.001428
-90.977040	0.000800
-90.961040	-0.000421
-90.945040	-0.003046
-90.929040	-0.003900
-90.913040	0.000311
-90.897040	0.002173
-90.881040	-0.000177
-90.865040	-0.003900
-90.849040	0.000433
-90.833040	-0.001306
-90.817040	0.000800
-90.801040	-0.001917
-90.785040	0.001196
-90.769040	-0.002405
-90.753040	-0.001917
-90.737040	0.002173
-90.721040	-0.001672
-90.705040	-0.003412
-90.689040	-0.003900
-90.673040	-0.000543
-90.657040	-0.001306
-90.641040	-0.002405
-90.625040	-0.000909
-90.609040	-0.000543
-90.593040	-0.003656
-90.577040	-0.001672
-90.561040	0.000433
-90.545040	0.001807
-90.529040	-0.000665
-90.513040	-0.000787
-90.497040	0.002783
-90.481040	-0.002283
-90.465040	0.000311
-90.449040	-0.002283
-90.433040	-0.001306
-90.417040	-0.004022
-90.401040	-0.000299
-90.385040	-0.000177
-90.369040	-0.002039
-90.353040	0.000952
-90.337040	0.001074
-90.321040	-0.002405
-90.305040	0.000800
-90.289040	-0.001062
-90.273040	-0.005884
-90.257040	-0.001184
-90.241040	-0.001672
-90.225040	-0.002161
-90.209040	-0.002771
-90.193040	-0.000665
-90.177040	-0.000665
-90.161040	-0.001917
-90.145040	-0.002649
-90.129040	-0.001428
-90.113040	0.000067
-90.097040	-0.002405
-90.081040	0.003058
-90.065040	0.000800
-90.049040	-0.000055
-90.033040	-0.000909
-90.017040	-0.000543
-90.001040	-0.000665
-89.985040	-0.003290
-89.969040	0.003058
-89.953040	-0.001428
-89.937040	-0.001428
-89.921040	-0.001306
-89.905040	-0.001428
-89.889040	0.000952
-89.873040	-0.004022
-89.857040	0.002173
-89.841040	0.000067
-89.825040	-0.001672
-89.809040	0.001685
-89.793040	0.000555
-89.777040	-0.000177
-89.761040	-0.000909
-89.745040	-0.002893
-89.729040	-0.000543
-89.713040	0.003546
-89.697040	-0.002283
-89.681040	-0.001428
-89.665040	-0.002283
-89.649040	-0.000543
-89.633040	0.002661
-89.617040	-0.000421
-89.601040	-0.004144
-89.585040	0.000677
-89.569040	-0.001062
-89.553040	0.000189
-89.537040	-0.002161
-89.521040	-0.002649
-89.505040	0.000952
-89.489040	-0.003046
-89.473040	-0.002649
-89.457040	-0.002283
-89.441040	-0.000665
-89.425040	0.000311
-89.409040	-0.000055
-89.393040	0.000067
-89.377040	-0.002527
-89.361040	-0.004389
-89.345040	-0.003046
-89.329040	0.000189
-89.313040	-0.000299
-89.297040	-0.000543
-89.281040	0.001685
-89.265040	-0.003290
-89.249040	0.000677
-89.233040	-0.001917
-89.217040	0.000189
-89.201040	-0.002283
-89.185040	-0.002283
-89.169040	-0.001184
-89.153040	-0.000665
-89.137040	0.000433
-89.121040	-0.001306
-89.105040	-0.001062
-89.089040	-0.005396
-89.073040	-0.002405
-89.057040	0.000555
-89.041040	-0.000787
-89.025040	-0.002527
-89.009040	-0.000543
-88.993040	-0.000909
-88.977040	-0.001917
-88.961040	-0.002283
-88.945040	-0.000909
-88.929040	-0.001306
-88.913040	0.000311
-88.897040	-0.002405
-88.881040	-0.000421
-88.865040	-0.000665
-88.849040	-0.003900
-88.833040	-0.000177
-88.817040	0.002173
-88.801040	-0.000909
-88.785040	-0.001917
-88.769040	-0.004144
-88.753040	-0.001428
-88.737040	-0.000055
-88.721040	-0.004267
-88.705040	-0.003778
-88.689040	-0.002527
-88.673040	0.002661
-88.657040	-0.000177
-88.641040	-0.001917
-88.625040	-0.002405
-88.609040	0.001318
-88.593040	0.000311
-88.577040	0.003302
-88.561040	-0.000787
-88.545040	-0.001550
-88.529040	-0.002649
-88.513040	0.000189
-88.497040	0.000555
-88.481040	-0.002527
-88.465040	0.001562
-88.449040	0.000189
-88.433040	-0.001917
-88.417040	-0.003534
-88.401040	-0.001062
-88.385040	-0.003534
-88.369040	-0.003168
-88.353040	-0.001672
-88.337040	-0.002649
-88.321040	-0.000299
-88.305040	-0.001184
-88.289040	-0.002527
-88.273040	-0.001306
-88.257040	0.000677
-88.241040	0.000311
-88.225040	-0.000421
-88.209040	0.002295
-88.193040	-0.002771
-88.177040	-0.002649
-88.161040	-0.001062
-88.145040	-0.003046
-88.129040	0.000067
-88.113040	-0.002771
-88.097040	-0.001306
-88.081040	0.001685
-88.065040	0.000800
-88.049040	-0.002405
-88.033040	-0.000177
-88.017040	-0.004389
-88.001040	-0.001184
-87.985040	-0.002283
-87.969040	-0.002283
-87.953040	-0.002161
-87.937040	0.000433
-87.921040	-0.002649
-87.905040	0.001440
-87.889040	-0.004633
-87.873040	0.002051
-87.857040	-0.003656
-87.841040	-0.002771
-87.825040	-0.002405
-87.809040	-0.003412
-87.793040	0.000433
-87.777040	0.000311
-87.761040	-0.001795
-87.745040	0.001562
-87.729040	-0.000055
-87.713040	-0.002161
-87.697040	-0.002283
-87.681040	0.000067
-87.665040	0.000952
-87.649040	0.000800
-87.633040	0.000311
-87.617040	-0.000299
-87.601040	-0.001795
-87.585040	-0.000421
-87.569040	-0.001184
-87.553040	-0.002527
-87.537040	-0.000543
-87.521040	-0.001062
-87.505040	-0.002893
-87.489040	-0.000055
-87.473040	-0.000909
-87.457040	-0.001062
-87.441040	-0.000299
-87.425040	0.001440
-87.409040	-0.005152
-87.393040	-0.001428
-87.377040	0.000311
-87.361040	-0.000055
-87.345040	0.000555
-87.329040	-0.002039
-87.313040	0.000311
-87.297040	0.002783
-87.281040	0.000555
-87.265040	-0.000787
-87.249040	0.002173
-87.233040	-0.001672
-87.217040	-0.002161
-87.201040	-0.000665
-87.185040	-0.001672
-87.169040	-0.000665
-87.153040	0.000555
-87.137040	-0.001917
-87.121040	-0.002893
-87.105040	-0.001428
-87.089040	-0.001184
-87.073040	-0.000787
-87.057040	-0.002283
-87.041040	-0.000299
-87.025040	-0.004633
-87.009040	-0.004633
-86.993040	-0.000909
-86.977040	0.000189
-86.961040	0.000677
-86.945040	-0.001672
-86.929040	0.001440
-86.913040	0.000800
-86.897040	0.002051
-86.881040	-0.000177
-86.865040	0.001807
-86.849040	-0.001550
-86.833040	-0.002649
-86.817040	-0.001917
-86.801040	-0.001917
-86.785040	-0.005518
-86.769040	-0.002039
-86.753040	-0.001306
-86.737040	0.001318
-86.721040	0.000189
-86.705040	-0.002161
-86.689040	-0.001428
-86.673040	-0.003534
-86.657040	-0.003656
-86.641040	0.000189
-86.625040	-0.001550
-86.609040	-0.002039
-86.593040	0.000952
-86.577040	0.000067
-86.561040	-0.000787
-86.545040	-0.000055
-86.529040	-0.001062
-86.513040	-0.000421
-86.497040	-0.001917
-86.481040	-0.001550
-86.465040	0.000952
-86.449040	-0.001550
-86.433040	-0.000177
-86.417040	-0.001672
-86.401040	-0.001550
-86.385040	0.001807
-86.369040	0.000311
-86.353040	-0.002893
-86.337040	0.000311
-86.321040	0.000067
-86.305040	-0.003900
-86.289040	0.000433
-86.273040	-0.000421
-86.257040	-0.002283
-86.241040	-0.001306
-86.225040	-0.000177
-86.209040	0.000189
-86.193040	0.000311
-86.177040	-0.000543
-86.161040	-0.000665
-86.145040	-0.001306
-86.129040	0.002173
-86.113040	-0.004144
-86.097040	-0.000543
-86.081040	0.001929
-86.065040	-0.001917
-86.049040	-0.001917
-86.033040	-0.001062
-86.017040	0.003546
-86.001040	-0.000055
-85.985040	-0.000055
-85.969040	-0.001306
-85.953040	-0.002039
-85.937040	0.000433
-85.921040	0.001196
-85.905040	-0.000787
-85.889040	0.001318
-85.873040	-0.001428
-85.857040	-0.000543
-85.841040	0.000433
-85.825040	-0.000665
-85.809040	-0.002283
-85.793040	-0.001672
-85.777040	-0.000421
-85.761040	-0.002283
-85.745040	-0.000909
-85.729040	-0.000299
-85.713040	-0.003412
-85.697040	0.001074
-85.681040	-0.000055
-85.665040	0.000311
-85.649040	-0.001428
-85.633040	-0.000299
-85.617040	-0.003778
-85.601040	-0.000543
-85.585040	0.000311
-85.569040	-0.000421
-85.553040	-0.001306
-85.537040	-0.005396
-85.521040	-0.000543
-85.505040	0.001196
-85.489040	-0.000543
-85.473040	-0.000177
-85.457040	-0.001672
-85.441040	0.002051
-85.425040	-0.001917
-85.409040	-0.001184
-85.393040	-0.002039
-85.377040	-0.000421
-85.361040	0.000952
-85.345040	-0.003046
-85.329040	-0.003290
-85.313040	-0.003778
-85.297040	0.001929
-85.281040	-0.002161
-85.265040	-0.000055
-85.249040	0.000952
-85.233040	-0.002527
-85.217040	-0.001917
-85.201040	-0.001795
-85.185040	-0.003046
-85.169040	-0.002161
-85.153040	-0.002771
-85.137040	-0.000909
-85.121040	0.002661
-85.105040	-0.002161
-85.089040	-0.001917
-85.073040	-0.003900
-85.057040	-0.000909
-85.041040	-0.000299
-85.025040	-0.002039
-85.009040	-0.003290
-84.993040	-0.001306
-84.977040	-0.000421
-84.961040	-0.000543
-84.945040	0.000677
-84.929040	-0.001672
-84.913040	-0.002161
-84.897040	-0.004022
-84.881040	0.001196
-84.865040	0.000800
-84.849040	0.001318
-84.833040	-0.000421
-84.817040	0.000952
-84.801040	0.001196
-84.785040	0.001196
-84.769040	-0.001306
-84.753040	-0.000543
-84.737040	-0.001306
-84.721040	-0.004389
-84.705040	0.001562
-84.689040	-0.001672
-84.673040	-0.000421
-84.657040	0.000067
-84.641040	0.001074
-84.625040	-0.004022
-84.609040	-0.001306
-84.593040	-0.002893
-84.577040	0.004279
-84.561040	-0.001062
-84.545040	-0.000055
-84.529040	-0.003534
-84.513040	-0.003900
-84.497040	-0.002893
-84.481040	-0.002771
-84.465040	-0.001184
-84.449040	-0.003656
-84.433040	-0.002405
-84.417040	0.001318
-84.401040	-0.004389
-84.385040	-0.002893
-84.369040	0.002051
-84.353040	-0.004511
-84.337040	0.001685
-84.321040	0.001807
-84.305040	-0.000909
-84.289040	-0.001795
-84.273040	-0.000909
-84.257040	0.000067
-84.241040	-0.000909
-84.225040	-0.000909
-84.209040	0.002539
-84.193040	-0.001550
-84.177040	-0.003534
-84.161040	-0.001184
-84.145040	-0.001917
-84.129040	-0.002161
-84.113040	-0.003656
-84.097040	-0.002405
-84.081040	-0.000177
-84.065040	0.001074
-84.049040	0.001074
-84.033040	0.001196
-84.017040	-0.002527
-84.001040	0.002417
-83.985040	-0.000787
-83.969040	-0.001306
-83.953040	0.001685
-83.937040	-0.000421
-83.921040	-0.000055
-83.905040	-0.001550
-83.889040	-0.000177
-83.873040	-0.001062
-83.857040	-0.000177
-83.841040	0.000555
-83.825040	-0.005030
-83.809040	0.000067
-83.793040	-0.002283
-83.777040	0.000555
-83.761040	-0.000909
-83.745040	-0.000177
-83.729040	-0.000055
-83.713040	-0.002161
-83.697040	-0.002161
-83.681040	-0.001428
-83.665040	-0.001672
-83.649040	-0.000543
-83.633040	-0.001062
-83.617040	-0.003046
-83.601040	-0.000543
-83.585040	-0.000177
-83.569040	-0.001428
-83.553040	-0.001428
-83.537040	0.000952
-83.521040	-0.001672
-83.505040	0.000800
-83.489040	-0.000909
-83.473040	-0.003168
-83.457040	0.002783
-83.441040	-0.000909
-83.425040	-0.000299
-83.409040	-0.002893
-83.393040	0.000311
-83.377040	-0.001428
-83.361040	-0.001306
-83.345040	-0.000665
-83.329040	-0.001184
-83.313040	0.000677
-83.297040	-0.005152
-83.281040	-0.003168
-83.265040	-0.000177
-83.249040	-0.004022
-83.233040	-0.003900
-83.217040	-0.000177
-83.201040	-0.001428
-83.185040	-0.002405
-83.169040	0.000800
-83.153040	-0.001550
-83.137040	0.001562
-83.121040	-0.001917
-83.105040	0.000067
-83.089040	-0.002161
-83.073040	-0.004267
-83.057040	-0.001428
-83.041040	-0.001795
-83.025040	0.001318
-83.009040	-0.001428
-82.993040	-0.002039
-82.977040	-0.000909
-82.961040	-0.001550
-82.945040	-0.001672
-82.929040	-0.000787
-82.913040	0.002295
-82.897040	0.000555
-82.881040	0.000555
-82.865040	-0.001428
-82.849040	-0.003168
-82.833040	-0.004877
-82.817040	-0.002039
-82.801040	-0.002161
-82.785040	-0.000177
-82.769040	0.000311
-82.753040	-0.001184
-82.737040	-0.002649
-82.721040	-0.000665
-82.705040	-0.003534
-82.689040	0.001807
-82.673040	-0.002405
-82.657040	-0.002771
-82.641040	-0.002771
-82.625040	-0.001917
-82.609040	-0.000177
-82.593040	0.001440
-82.577040	-0.002039
-82.561040	-0.002649
-82.545040	-0.000177
-82.529040	-0.000055
-82.513040	-0.003656
-82.497040	-0.000665
-82.481040	-0.002283
-82.465040	0.000677
-82.449040	-0.000909
-82.433040	0.000677
-82.417040	0.000067
-82.401040	-0.003046
-82.385040	0.001318
-82.369040	-0.002527
-82.353040	-0.000177
-82.337040	-0.000543
-82.321040	-0.001550
-82.305040	-0.001795
-82.289040	-0.000055
-82.273040	0.002051
-82.257040	0.000555
-82.241040	-0.003290
-82.225040	-0.000299
-82.209040	-0.001795
-82.193040	-0.003290
-82.177040	-0.001917
-82.161040	-0.002771
-82.145040	-0.001550
-82.129040	0.001196
-82.113040	-0.002771
-82.097040	-0.000543
-82.081040	-0.001184
-82.065040	0.003302
-82.049040	-0.001184
-82.033040	0.000067
-82.017040	0.001440
-82.001040	-0.001428
-81.985040	-0.003900
-81.969040	-0.001795
-81.953040	-0.001428
-81.937040	-0.002527
-81.921040	-0.001672
-81.905040	-0.002649
-81.889040	0.001074
-81.873040	-0.000787
-81.857040	-0.001306
-81.841040	0.000555
-81.825040	-0.000543
-81.809040	-0.000787
-81.793040	-0.002161
-81.777040	-0.003900
-81.761040	0.001074
-81.745040	0.001685
-81.729040	-0.002527
-81.713040	-0.000055
-81.697040	-0.001795
-81.681040	-0.001062
-81.665040	-0.002405
-81.649040	-0.000177
-81.633040	0.000952
-81.617040	-0.002161
-81.601040	-0.004022
-81.585040	-0.004022
-81.569040	0.000189
-81.553040	-0.002283
-81.537040	-0.001306
-81.521040	-0.001306
-81.505040	-0.001917
-81.489040	-0.003046
-81.473040	0.000555
-81.457040	-0.000421
-81.441040	-0.001062
-81.425040	-0.000055
-81.409040	-0.000787
-81.393040	-0.001062
-81.377040	0.000067
-81.361040	-0.000299
-81.345040	0.001685
-81.329040	0.000433
-81.313040	0.001440
-81.297040	-0.000055
-81.281040	0.001929
-81.265040	-0.000787
-81.249040	-0.001062
-81.233040	0.001440
-81.217040	-0.004267
-81.201040	-0.001062
-81.185040	-0.001550
-81.169040	-0.000909
-81.153040	0.000952
-81.137040	-0.002283
-81.121040	-0.001184
-81.105040	-0.000177
-81.089040	-0.002527
-81.073040	-0.001062
-81.057040	-0.001795
-81.041040	-0.001306
-81.025040	-0.002527
-81.009040	-0.000299
-80.993040	-0.002649
-80.977040	-0.001306
-80.961040	0.000677
