Tempo (us) 	 Tensione (V)


-100.025959	-0.003900
-100.009959	0.001562
-99.993959	-0.000299
-99.977959	-0.000909
-99.961959	-0.000665
-99.945959	0.000067
-99.929959	-0.001184
-99.913959	-0.001062
-99.897959	-0.002039
-99.881959	-0.002527
-99.865959	-0.000665
-99.849959	0.002051
-99.833959	-0.000299
-99.817959	-0.003778
-99.801959	-0.001306
-99.785959	0.002295
-99.769959	-0.002405
-99.753959	-0.004267
-99.737959	-0.001062
-99.721959	-0.002039
-99.705959	-0.003412
-99.689959	0.001196
-99.673959	-0.004633
-99.657959	-0.003534
-99.641959	-0.001550
-99.625959	-0.001428
-99.609959	-0.002771
-99.593959	-0.000909
-99.577959	-0.000055
-99.561959	-0.000055
-99.545959	-0.002161
-99.529959	-0.001550
-99.513959	-0.000421
-99.497959	-0.002771
-99.481959	0.000800
-99.465959	-0.001428
-99.449959	-0.002039
-99.433959	-0.000909
-99.417959	-0.003046
-99.401959	-0.000177
-99.385959	-0.000787
-99.369959	0.000067
-99.353959	-0.001184
-99.337959	0.001196
-99.321959	0.003058
-99.305959	0.000189
-99.289959	-0.001672
-99.273959	0.000189
-99.257959	-0.001917
-99.241959	-0.002771
-99.225959	-0.000421
-99.209959	0.001318
-99.193959	-0.003778
-99.177959	-0.000543
-99.161959	-0.002161
-99.145959	-0.001550
-99.129959	0.001074
-99.113959	0.002539
-99.097959	-0.001184
-99.081959	0.000555
-99.065959	-0.000909
-99.049959	-0.001672
-99.033959	0.000067
-99.017959	-0.003046
-99.001959	0.001074
-98.985959	0.001440
-98.969959	-0.005152
-98.953959	-0.002161
-98.937959	-0.003412
-98.921959	-0.004633
-98.905959	-0.002283
-98.889959	-0.001184
-98.873959	-0.005518
-98.857959	0.001440
-98.841959	-0.002893
-98.825959	0.000311
-98.809959	-0.000177
-98.793959	-0.000299
-98.777959	-0.000299
-98.761959	-0.000299
-98.745959	-0.000665
-98.729959	-0.003046
-98.713959	0.001074
-98.697959	-0.000909
-98.681959	-0.000299
-98.665959	0.001196
-98.649959	0.000677
-98.633959	0.000311
-98.617959	0.002417
-98.601959	-0.000299
-98.585959	-0.002039
-98.569959	-0.002527
-98.553959	-0.002039
-98.537959	0.002936
-98.521959	-0.001428
-98.505959	-0.000421
-98.489959	-0.001062
-98.473959	-0.001550
-98.457959	0.000189
-98.441959	-0.002039
-98.425959	-0.001428
-98.409959	0.001196
-98.393959	-0.000787
-98.377959	-0.003290
-98.361959	0.000311
-98.345959	-0.002771
-98.329959	0.000677
-98.313959	-0.004755
-98.297959	-0.002893
-98.281959	-0.002893
-98.265959	-0.000665
-98.249959	-0.002893
-98.233959	-0.001306
-98.217959	-0.000177
-98.201959	-0.001550
-98.185959	-0.002161
-98.169959	-0.001306
-98.153959	0.000311
-98.137959	0.000952
-98.121959	-0.004144
-98.105959	0.000189
-98.089959	-0.000543
-98.073959	-0.001672
-98.057959	-0.003290
-98.041959	0.001196
-98.025959	0.002173
-98.009959	-0.000299
-97.993959	-0.000787
-97.977959	0.002661
-97.961959	0.001196
-97.945959	-0.000055
-97.929959	-0.000787
-97.913959	-0.000177
-97.897959	-0.002283
-97.881959	-0.002161
